                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     65,                 1.2308,                 3.3094,                0.33307,                 1.2672,                0.80108,                 1.3338,                0.96151,                0.90031,                0.95326,                0.54808,                0.97497,                0.91277,                0.96479,                0.51484,                0.93797,                0.89505,                0.92785,                0.55192,                 1.4608,                 2.2986,                0.10377,                 1.0884,                0.80802,                 1.4849,             0.00068815,             0.00068815,             0.00068815
                     66,                 1.2515,                 3.1714,                0.32053,                 1.2154,                0.81505,                  1.352,                 0.9423,                0.92212,                0.94833,                 0.4301,                0.94893,                0.92835,                0.95853,                0.51207,                 0.9491,                0.91589,                0.94208,                0.57222,                 1.7738,                 2.2915,                0.10318,                 1.0062,                0.92039,                 1.6001,              0.0006832,              0.0006832,              0.0006832
                     67,                 1.2169,                 3.1972,                0.35422,                 1.2504,                0.81413,                  1.307,                0.96011,                0.92523,                0.95341,                0.56065,                0.96657,                0.93146,                0.96913,                0.54072,                0.93112,                0.92641,                 0.9496,                0.57346,                  1.461,                 2.2187,                0.10645,                 1.0595,                0.81732,                 1.4829,             0.00067825,             0.00067825,             0.00067825
                     68,                 1.2166,                 3.0691,                 0.3318,                   1.22,                0.78559,                 1.3256,                0.95296,                0.93769,                0.95936,                0.55264,                0.95968,                0.93458,                0.97031,                 0.5331,                0.93381,                0.90966,                0.91624,                0.57114,                 1.4385,                 2.2423,                0.10247,                  1.054,                0.80149,                 1.4614,              0.0006733,              0.0006733,              0.0006733
                     69,                 1.1544,                 2.8881,                0.31014,                 1.1812,                0.76847,                 1.3199,                0.96057,                0.91075,                0.96011,                0.53021,                0.94064,                0.93795,                0.98083,                0.55993,                0.93704,                 0.8972,                0.93653,                0.57695,                 1.5141,                  2.103,                0.10429,                0.99723,                0.80811,                 1.4709,             0.00066835,             0.00066835,             0.00066835
                     70,                  1.185,                 2.9942,                0.32131,                 1.2432,                0.77966,                 1.3138,                0.94357,                0.92212,                0.95297,                0.53507,                0.95872,                0.94069,                0.97738,                0.56212,                 0.9292,                0.91589,                0.93832,                0.59647,                 1.5154,                 2.1012,                0.10342,                0.99717,                0.80926,                   1.49,              0.0006634,              0.0006634,              0.0006634
                     71,                 1.1659,                 3.0083,                0.32016,                 1.2351,                0.77119,                  1.296,                 0.9586,                0.90966,                0.95287,                0.56594,                0.96666,                  0.919,                 0.9715,                0.58083,                0.91755,                0.90966,                 0.9037,                 0.5555,                 1.3892,                  2.067,                0.10299,                 1.0833,                0.76616,                 1.4306,             0.00065845,             0.00065845,             0.00065845
                     72,                 1.1107,                 2.7787,                0.29478,                 1.1914,                0.75721,                 1.2714,                0.95145,                0.91579,                0.95089,                0.52336,                0.96116,                0.92514,                0.97093,                0.60448,                0.95547,                0.92523,                0.94974,                0.60417,                 1.5668,                 2.0214,                0.10174,                0.96818,                0.79258,                  1.479,              0.0006535,              0.0006535,              0.0006535
                     73,                 1.1439,                  2.888,                0.31241,                 1.2115,                0.75711,                 1.2835,                0.95801,                0.92523,                0.95545,                0.58682,                0.96327,                0.92523,                0.96963,                0.59939,                0.93144,                0.92523,                0.93112,                0.54126,                 1.3846,                 2.0492,                0.10259,                 1.0445,                0.76138,                 1.4497,             0.00064855,             0.00064855,             0.00064855
                     74,                 1.1184,                 2.8081,                0.30756,                 1.1826,                0.75309,                 1.2628,                0.94952,                0.91277,                 0.9462,                0.49782,                0.96248,                0.92523,                0.96462,                0.59131,                0.94859,                0.92212,                 0.9277,                0.57725,                 1.6897,                 1.9969,                0.10037,                 1.0248,                0.83368,                 1.5485,              0.0006436,              0.0006436,              0.0006436
                     75,                 1.0998,                 2.8663,                0.33929,                 1.1694,                0.74668,                 1.2506,                0.93637,                0.91685,                0.95618,                0.57906,                0.93979,                  0.919,                0.97074,                 0.6179,                0.95546,                0.93554,                0.95424,                0.59405,                 1.4059,                 1.9613,                0.10281,                 1.0019,                0.76638,                 1.4222,             0.00063865,             0.00063865,             0.00063865
                     76,                 1.1027,                 2.8628,                0.32866,                  1.157,                0.74205,                 1.2749,                0.94124,                0.90654,                0.94322,                0.50871,                 0.9557,                0.92212,                0.96046,                0.57662,                0.92377,                  0.919,                0.90822,                0.56672,                  1.598,                 2.0284,                0.09995,                  1.073,                 0.8083,                 1.5114,              0.0006337,              0.0006337,              0.0006337
                     77,                 1.0892,                 2.8399,                0.30936,                 1.2018,                0.73138,                 1.2368,                0.96085,                0.91747,                0.95819,                0.55546,                0.96441,                0.92523,                0.97277,                0.62311,                0.94417,                0.93146,                0.93567,                0.58827,                 1.4433,                 1.9469,                0.10022,                 1.0327,                0.77965,                 1.4375,             0.00062875,             0.00062875,             0.00062875
                     78,                 1.1327,                 2.8464,                0.32689,                 1.2048,                0.74702,                 1.2679,                0.95351,                0.91589,                0.95187,                0.44761,                 0.9532,                0.93458,                0.97378,                0.60657,                0.95712,                0.93769,                0.95817,                0.63083,                 1.7839,                 1.9362,                0.09767,                0.97251,                0.86266,                 1.5932,              0.0006238,              0.0006238,              0.0006238
                     79,                 1.0935,                 2.7345,                0.31417,                 1.1603,                0.74052,                 1.2464,                0.93812,                0.93769,                0.96298,                0.59495,                0.95422,                0.93769,                0.96668,                0.60985,                0.94005,                0.93769,                0.94423,                0.58848,                 1.3394,                 1.9096,                0.10074,                 0.9724,                0.75833,                 1.3866,             0.00061885,             0.00061885,             0.00061885
                     80,                 1.0709,                  2.738,                0.32048,                 1.1068,                0.73075,                 1.2438,                0.93344,                0.91748,                0.94745,                0.44934,                0.94072,                0.94704,                0.97111,                0.57693,                0.93539,                0.90654,                0.91461,                0.57993,                 1.7513,                 1.9105,                0.09982,                 1.0354,                0.84423,                 1.5702,              0.0006139,              0.0006139,              0.0006139
                     81,                  1.046,                 2.6816,                0.30929,                 1.1521,                0.73139,                 1.2268,                0.94653,                0.93754,                 0.9612,                 0.5473,                0.95245,                0.94393,                0.97462,                0.62379,                0.93938,                0.93146,                0.94032,                0.60103,                 1.4839,                 1.8458,                0.10077,                0.99383,                0.76086,                 1.4436,             0.00060895,             0.00060895,             0.00060895
                     82,                 1.0994,                 2.7538,                0.33731,                 1.1135,                0.72991,                 1.2548,                 0.9428,                0.93458,                0.96212,                0.56697,                0.95851,                0.95016,                0.98141,                0.63743,                0.93651,                0.92835,                0.93029,                0.61127,                 1.3957,                 1.8167,                0.10142,                 0.9926,                0.73544,                 1.4219,               0.000604,               0.000604,               0.000604
                     83,                 1.0489,                 2.6939,                0.31399,                 1.1175,                0.71578,                 1.2146,                0.95115,                0.93458,                0.95786,                0.49434,                0.95373,                0.95016,                0.97313,                0.61723,                0.93072,                0.93458,                0.92557,                0.59913,                 1.5884,                 1.8507,                0.10075,                 1.0099,                0.78162,                 1.4643,             0.00059905,             0.00059905,             0.00059905
                     84,                 1.0577,                 2.5948,                0.31034,                 1.0741,                0.71517,                 1.2542,                0.93272,                0.93458,                0.95887,                0.50558,                0.94147,                0.95213,                0.97028,                0.62131,                0.93839,                0.94901,                0.94749,                0.61273,                 1.6015,                 1.8128,                0.10074,                0.99066,                0.76941,                 1.4966,              0.0005941,              0.0005941,              0.0005941
                     85,                 1.0336,                  2.544,                0.30252,                 1.1116,                0.70598,                 1.2142,                 0.9388,                0.94393,                0.96343,                0.50763,                 0.9419,                0.94704,                0.96784,                0.61497,                0.91658,                0.92212,                0.91488,                 0.5967,                 1.5807,                 1.7884,                0.10012,                 1.0193,                0.76727,                 1.4976,             0.00058915,             0.00058915,             0.00058915
                     86,                 1.0457,                 2.5169,                0.29561,                 1.0699,                0.70642,                 1.2293,                0.92803,                0.93769,                0.95013,                0.58026,                0.94906,                 0.9595,                0.97486,                 0.6134,                0.92803,                0.93769,                0.92435,                0.60223,                 1.3702,                 1.7947,                0.10092,                0.99345,                0.73206,                 1.3942,              0.0005842,              0.0005842,              0.0005842
                     87,                 1.0388,                 2.6203,                0.32117,                 1.1146,                0.71236,                 1.2382,                 0.9366,                0.92042,                0.95424,                0.43379,                0.95261,                0.93939,                 0.9677,                0.63851,                0.95489,                0.92523,                0.93415,                0.62684,                 1.8908,                  1.771,                0.09758,                0.98573,                0.84526,                 1.6214,             0.00057925,             0.00057925,             0.00057925
                     88,                 1.0427,                 2.6473,                0.33825,                 1.0961,                0.69051,                 1.2119,                  0.933,                0.93146,                0.95419,                 0.5897,                0.95228,                0.95016,                0.97775,                0.63034,                0.93621,                  0.919,                0.91551,                0.60074,                  1.328,                 1.8199,                0.10339,                0.98354,                0.71901,                 1.3661,              0.0005743,              0.0005743,              0.0005743
                     89,                 1.0621,                 2.5937,                0.32116,                 1.0956,                0.71038,                 1.2185,                0.92918,                0.92835,                0.95351,                0.54613,                0.94165,                0.94081,                0.97211,                0.64677,                0.94477,                0.94393,                 0.9556,                0.60546,                 1.4328,                  1.759,                0.10227,                0.98041,                0.74151,                 1.3921,             0.00056935,             0.00056935,             0.00056935
                     90,                 1.0243,                 2.6166,                0.32237,                 1.1004,                0.69672,                  1.192,                0.94504,                0.91072,                0.95259,                0.53346,                0.93884,                0.94704,                 0.9727,                0.62066,                 0.9627,                0.92835,                0.95273,                 0.6445,                 1.5127,                 1.8003,                0.09994,                0.95032,                0.74321,                 1.4639,              0.0005644,              0.0005644,              0.0005644
                     91,                0.99842,                 2.4582,                0.30917,                 1.0737,                0.68737,                 1.1991,                0.94909,                0.92913,                0.96542,                0.53999,                0.95227,                0.93224,                0.97061,                0.65521,                0.92248,                0.95016,                0.94284,                0.63481,                 1.4708,                 1.7079,                0.10184,                0.97547,                0.73035,                  1.447,             0.00055945,             0.00055945,             0.00055945
                     92,                 1.0305,                 2.6576,                0.33437,                  1.079,                0.69395,                  1.205,                0.94146,                0.91589,                0.95592,                0.50486,                0.96417,                0.93769,                0.97723,                0.65824,                0.94994,                0.92523,                0.93419,                0.62598,                  1.636,                 1.6936,                0.10092,                 1.0337,                0.76061,                 1.4843,              0.0005545,              0.0005545,              0.0005545
                     93,                0.99761,                 2.5926,                 0.3355,                 1.0605,                0.67939,                 1.2091,                0.93679,                0.94704,                0.96527,                0.57554,                0.95229,                0.96262,                0.98333,                  0.658,                0.95229,                0.96262,                0.96266,                0.65664,                 1.4508,                 1.6709,                0.10157,                0.95872,                0.70904,                  1.419,             0.00054955,             0.00054955,             0.00054955
                     94,                  1.004,                 2.5285,                0.32914,                 1.0455,                0.67534,                  1.197,                0.95235,                0.94393,                0.96055,                0.57513,                0.96178,                0.95327,                 0.9679,                0.63638,                0.96511,                0.95639,                 0.9542,                0.61555,                  1.483,                 1.7539,                0.10141,                0.93659,                 0.7419,                 1.4498,              0.0005446,              0.0005446,              0.0005446
                     95,                 1.0254,                 2.5745,                0.32924,                 1.0909,                0.68241,                 1.1971,                0.93958,                0.94081,                0.95359,                0.57067,                0.95748,                0.94081,                0.96366,                0.64471,                0.96708,                0.94704,                0.95279,                0.61185,                  1.431,                 1.7648,                 0.1036,                 1.0193,                 0.7092,                  1.399,             0.00053965,             0.00053965,             0.00053965
                     96,                 0.9974,                 2.4536,                0.34442,                 1.0748,                0.67852,                 1.1958,                0.93441,                0.93193,                0.94904,                0.53268,                0.95426,                0.95639,                0.97443,                0.65471,                0.95666,                  0.919,                0.93356,                0.62634,                 1.6174,                 1.6833,                0.10354,                 1.0006,                0.74156,                  1.458,              0.0005347,              0.0005347,              0.0005347
                     97,                0.99516,                 2.4789,                0.32555,                 1.0522,                0.67711,                 1.1881,                0.95883,                0.94315,                0.96845,                0.60315,                0.96519,                0.95002,                 0.9728,                0.65936,                0.95633,                0.94081,                0.93951,                0.60464,                  1.366,                 1.6482,                0.10322,                0.99226,                0.70517,                 1.3904,             0.00052975,             0.00052975,             0.00052975
                     98,                0.99788,                 2.4866,                0.31091,                 1.0788,                0.67596,                 1.1887,                0.95432,                0.91121,                0.95749,                0.49487,                0.96427,                0.92474,                0.97678,                 0.6214,                0.95827,                0.92988,                0.93529,                0.62527,                 1.6841,                 1.7276,                0.10074,                 1.0864,                0.77209,                 1.5588,              0.0005248,              0.0005248,              0.0005248
                     99,                0.99445,                 2.4376,                 0.3214,                  1.073,                0.66365,                 1.1693,                0.95319,                0.95146,                0.97202,                0.55582,                 0.9594,                0.95705,                0.98434,                0.65891,                0.95909,                0.94953,                 0.9581,                0.65929,                 1.5164,                 1.6276,                0.10148,                0.96622,                0.73324,                 1.4256,             0.00051985,             0.00051985,             0.00051985
                    100,                 1.0094,                 2.4656,                0.30435,                  1.096,                0.67207,                 1.1803,                0.94474,                0.95872,                0.97243,                0.57175,                0.94474,                0.95872,                0.97544,                 0.6485,                0.94605,                0.93458,                0.94152,                0.62939,                 1.4125,                   1.64,                 0.1007,                0.94071,                0.70288,                  1.395,              0.0005149,              0.0005149,              0.0005149
                    101,                0.98562,                 2.4027,                0.33175,                 1.0219,                0.65582,                 1.1823,                0.96405,                0.92523,                0.96689,                  0.479,                0.97443,                0.94992,                0.98587,                0.63925,                0.93603,                 0.9117,                0.92832,                0.60105,                 1.7015,                 1.6625,                0.10054,                 1.0641,                0.76841,                 1.5628,             0.00050995,             0.00050995,             0.00050995
                    102,                0.97428,                 2.3657,                0.31048,                 1.0357,                0.65729,                 1.1564,                 0.9292,                0.94034,                0.95788,                0.52559,                0.95075,                0.96215,                0.97465,                0.66115,                0.94767,                0.95903,                0.95616,                0.64726,                 1.5526,                 1.6231,                 0.1027,                0.90411,                 0.7461,                 1.4467,               0.000505,               0.000505,               0.000505
                    103,                0.96245,                  2.419,                0.31629,                 1.0668,                0.65268,                 1.1511,                0.95728,                0.94393,                0.96208,                0.61657,                0.96999,                0.95639,                0.98268,                0.65893,                0.96999,                0.95639,                0.96679,                0.65096,                 1.3165,                 1.6233,                0.10226,                0.91278,                0.69344,                  1.329,             0.00050005,             0.00050005,             0.00050005
                    104,                0.95431,                 2.3081,                0.32048,                0.99417,                0.66118,                  1.168,                 0.9459,                0.94704,                0.96525,                0.51262,                0.96152,                0.96262,                0.98285,                0.66381,                0.95523,                0.95639,                0.95699,                0.65419,                 1.6518,                 1.6206,                0.10003,                0.94666,                0.75309,                 1.5152,              0.0004951,              0.0004951,              0.0004951
                    105,                0.97202,                 2.3824,                0.32547,                 1.0031,                0.65232,                 1.1669,                0.95005,                0.94081,                0.96675,                0.53451,                0.96276,                0.95327,                0.97588,                0.67091,                0.95955,                0.95016,                0.95545,                0.64271,                 1.5244,                 1.6479,                0.10092,                0.91017,                0.72144,                 1.4411,             0.00049015,             0.00049015,             0.00049015
                    106,                0.94229,                 2.2984,                 0.3037,                 0.9823,                0.64604,                 1.1598,                0.94344,                 0.9353,                0.96263,                0.53144,                0.95924,                0.95309,                0.97904,                0.67678,                0.95924,                0.95309,                0.95643,                0.66223,                 1.5953,                  1.647,                0.09903,                0.95132,                0.74776,                 1.4798,              0.0004852,              0.0004852,              0.0004852
                    107,                0.94846,                 2.3737,                0.32891,                 1.0024,                0.64776,                 1.1645,                0.95887,                0.95639,                  0.972,                0.61351,                0.96512,                0.96262,                0.98412,                0.68482,                0.95262,                0.95016,                 0.9494,                0.64329,                 1.3165,                 1.6284,                0.10098,                 1.0437,                0.67284,                 1.3348,             0.00048025,             0.00048025,             0.00048025
                    108,                0.96205,                 2.3808,                0.33549,                 1.0427,                0.65261,                 1.1533,                0.95903,                0.94791,                0.96658,                0.58281,                0.96532,                0.95398,                 0.9695,                0.65683,                  0.962,                0.94642,                0.95065,                0.64696,                 1.4104,                 1.6473,                 0.1021,                 0.9596,                0.70123,                 1.3838,              0.0004753,              0.0004753,              0.0004753
                    109,                0.94544,                 2.3305,                0.30123,                  1.003,                0.64321,                 1.1478,                0.95917,                0.95327,                0.96772,                0.51044,                0.95917,                0.95327,                0.97248,                0.67126,                0.95917,                0.95327,                0.95215,                0.64812,                 1.6815,                 1.5898,                0.10084,                0.95583,                 0.7512,                 1.5317,             0.00047035,             0.00047035,             0.00047035
                    110,                0.98823,                 2.3037,                0.29086,                 1.0272,                0.65187,                 1.1508,                0.95539,                0.95639,                0.96714,                0.55053,                 0.9586,                 0.9595,                0.97345,                0.67241,                0.95962,                0.95639,                0.95556,                0.64257,                 1.5182,                 1.6119,                0.10249,                0.99458,                0.70902,                 1.4262,              0.0004654,              0.0004654,              0.0004654
                    111,                0.95521,                 2.3087,                0.27805,                 1.0162,                0.63155,                 1.1486,                 0.9437,                0.93989,                0.96112,                0.56962,                0.95925,                0.95334,                0.97523,                0.65952,                0.95303,                0.94817,                0.95474,                0.65819,                 1.4382,                 1.6278,                0.10413,                0.99263,                0.70294,                 1.3852,             0.00046045,             0.00046045,             0.00046045
                    112,                0.93976,                  2.268,                0.31297,                 1.0122,                0.64218,                 1.1485,                0.95053,                0.94393,                0.96803,                0.51197,                0.96001,                0.95327,                0.97529,                0.66645,                0.96315,                0.95639,                0.96746,                0.65719,                  1.629,                 1.5846,                0.09959,                 0.9775,                0.75349,                 1.4756,              0.0004555,              0.0004555,              0.0004555
                    113,                0.92858,                 2.3121,                0.32745,                 0.9724,                0.64601,                  1.156,                0.95269,                0.95327,                 0.9691,                0.62631,                0.95891,                 0.9595,                0.97369,                0.67576,                0.97458,                0.95639,                0.96587,                0.64296,                 1.2849,                 1.5885,                0.10316,                  1.012,                0.65843,                 1.3282,             0.00045055,             0.00045055,             0.00045055
                    114,                0.93837,                 2.2056,                0.31936,                0.92927,                0.64159,                 1.1462,                0.94925,                0.95016,                0.96478,                0.56385,                0.96175,                0.96262,                0.98115,                0.68812,                0.96813,                 0.9462,                0.95344,                0.65189,                 1.4703,                 1.5859,                 0.1017,                 1.0218,                0.68662,                 1.4014,              0.0004456,              0.0004456,              0.0004456
                    115,                0.89236,                 2.2894,                0.30655,                0.96776,                0.61999,                 1.1359,                0.96588,                0.95016,                0.97213,                0.58702,                0.95863,                 0.9595,                0.98315,                0.67644,                0.95552,                0.95639,                0.95691,                0.63229,                 1.3907,                  1.576,                0.09903,                0.99519,                0.67952,                 1.3733,             0.00044065,             0.00044065,             0.00044065
                    116,                0.91355,                 2.2927,                0.30339,                 0.9584,                0.62706,                 1.1313,                0.95631,                0.95457,                0.97292,                 0.5702,                 0.9595,                 0.9595,                0.97583,                0.67291,                0.96261,                0.96262,                0.96794,                0.67453,                 1.4389,                 1.5591,                0.09739,                0.96717,                0.68385,                 1.3908,              0.0004357,              0.0004357,              0.0004357
                    117,                0.89558,                 2.3232,                0.30301,                0.98561,                0.63368,                 1.1361,                0.95626,                0.95352,                0.97136,                0.56239,                0.95939,                0.95664,                0.97964,                0.67872,                 0.9658,                0.95639,                0.96771,                0.67814,                 1.4549,                 1.5427,                0.09712,                0.97991,                0.68847,                 1.4052,             0.00043075,             0.00043075,             0.00043075
                    118,                0.87603,                 2.1279,                0.30128,                0.95385,                0.60525,                 1.1225,                0.95535,                0.93327,                0.96509,                0.58795,                0.96492,                0.94261,                0.98466,                0.67394,                 0.9713,                0.94884,                0.95833,                0.66097,                 1.3704,                 1.5549,                0.09899,                 1.0082,                0.67054,                   1.37,              0.0004258,              0.0004258,              0.0004258
                    119,                0.88242,                 2.1805,                0.32526,                0.95998,                0.60941,                 1.1183,                0.95921,                0.95235,                0.96725,                0.60632,                0.96235,                0.95546,                0.97693,                0.69135,                0.96548,                0.95831,                0.96299,                0.65072,                 1.3876,                 1.5249,                0.09861,                0.96771,                0.66909,                 1.3575,             0.00042085,             0.00042085,             0.00042085
                    120,                0.89308,                 2.1833,                0.29995,                 0.9918,                0.61642,                 1.1245,                0.95827,                0.95016,                0.96936,                0.58551,                0.96455,                0.95639,                0.97943,                0.67699,                0.96182,                0.95327,                0.95744,                0.66364,                 1.4535,                 1.5376,                0.09648,                0.98379,                0.68189,                 1.4062,              0.0004159,              0.0004159,              0.0004159
                    121,                0.88503,                  2.267,                0.29378,                  0.968,                0.61442,                 1.1287,                0.97112,                0.94704,                 0.9724,                0.63047,                0.98091,                0.95639,                0.98852,                0.68192,                0.96027,                0.93458,                0.94276,                0.65107,                  1.252,                 1.5426,                0.09795,                 1.0095,                0.63667,                 1.3298,             0.00041095,             0.00041095,             0.00041095
                    122,                0.87703,                 2.1982,                0.32323,                0.95912,                0.61164,                 1.1251,                0.96197,                0.94572,                0.96814,                0.52592,                0.97147,                0.95485,                0.98229,                0.68418,                0.95881,                0.94261,                0.95299,                0.68173,                 1.5464,                 1.5208,                0.09546,                0.99245,                0.69957,                 1.4418,               0.000406,               0.000406,               0.000406
                    123,                0.88293,                 2.2921,                0.31428,                0.96284,                0.61447,                 1.1196,                 0.9531,                0.95327,                0.96853,                0.59557,                0.96244,                0.96262,                 0.9807,                 0.6837,                0.96244,                0.96262,                0.96448,                0.67791,                 1.3688,                 1.5166,                0.09727,                0.95657,                 0.6634,                 1.3595,             0.00040105,             0.00040105,             0.00040105
                    124,                0.89917,                 2.2858,                0.30597,                0.97918,                0.61658,                 1.1156,                0.95988,                0.93458,                0.96333,                0.56541,                0.95925,                0.95345,                0.97873,                0.67307,                0.96987,                0.95327,                0.95702,                0.64967,                 1.4265,                  1.541,                0.09923,                0.96772,                0.68097,                 1.4131,              0.0003961,              0.0003961,              0.0003961
                    125,                0.86358,                 2.2102,                0.32402,                 0.9057,                0.60714,                 1.1248,                0.96514,                0.93458,                0.96683,                0.58402,                0.97479,                0.94393,                0.98559,                0.68483,                0.94413,                0.92835,                0.90938,                0.60965,                 1.3624,                 1.5366,                0.09957,                 1.0398,                0.66084,                 1.3861,             0.00039115,             0.00039115,             0.00039115
                    126,                0.86108,                 2.2046,                0.30789,                0.92974,                0.60678,                 1.1131,                0.96642,                0.94393,                0.96923,                0.53545,                 0.9728,                0.95016,                0.97401,                0.66972,                0.97755,                0.94964,                0.95953,                0.67316,                 1.4905,                 1.5364,                0.09747,                0.98824,                 0.7027,                 1.4176,              0.0003862,              0.0003862,              0.0003862
                    127,                0.85282,                 2.1829,                0.32384,                0.94867,                0.60582,                 1.1214,                0.97274,                0.93769,                0.97181,                0.55057,                0.96093,                 0.9595,                0.98157,                0.68573,                0.96405,                0.96262,                0.96689,                0.68759,                 1.4836,                 1.4909,                0.09529,                0.93899,                0.68738,                  1.428,             0.00038125,             0.00038125,             0.00038125
                    128,                0.85966,                 2.2247,                0.31771,                0.93703,                0.59704,                 1.1144,                0.94856,                0.94704,                0.96392,                0.57704,                0.96104,                 0.9595,                0.97598,                0.68644,                0.95792,                0.95639,                0.95965,                0.67286,                 1.4088,                  1.485,                0.09555,                0.97585,                 0.6688,                 1.3687,              0.0003763,              0.0003763,              0.0003763
                    129,                 0.8283,                 2.0601,                0.29021,                0.96402,                0.58167,                 1.0955,                0.95513,                0.95327,                0.97107,                0.57621,                0.96466,                0.96262,                0.98711,                0.68486,                0.95108,                0.93769,                0.94352,                0.65644,                 1.4434,                  1.497,                 0.0949,                 1.0102,                0.67007,                 1.3876,             0.00037135,             0.00037135,             0.00037135
                    130,                0.84834,                 2.2859,                0.31083,                0.94173,                0.59721,                 1.1008,                0.97142,                0.95304,                0.97145,                0.59785,                0.96996,                0.95327,                0.97855,                0.69742,                0.97629,                 0.9595,                0.96881,                0.67711,                 1.3421,                 1.4871,                0.09614,                0.95518,                0.65866,                  1.353,              0.0003664,              0.0003664,              0.0003664
                    131,                0.86562,                 2.2218,                0.32252,                0.93229,                0.60123,                 1.1119,                0.96783,                0.93731,                0.96526,                0.51553,                0.95927,                 0.9595,                0.97847,                0.68587,                 0.9639,                0.96262,                0.96495,                0.69513,                 1.6723,                 1.5065,                0.09461,                0.96136,                0.72504,                 1.5006,             0.00036145,             0.00036145,             0.00036145
                    132,                0.86288,                 2.2023,                0.30653,                0.93146,                0.60286,                  1.109,                0.97128,                0.94813,                 0.9712,                0.54949,                0.97447,                0.95125,                0.98239,                0.68982,                 0.9745,                0.95229,                0.95867,                0.67671,                 1.4495,                 1.4739,                0.09589,                 1.0081,                0.66224,                  1.405,              0.0003565,              0.0003565,              0.0003565
                    133,                0.86105,                 2.1871,                0.32521,                0.91518,                0.59296,                 1.1095,                0.96198,                0.94588,                0.96515,                0.58557,                0.97465,                0.95829,                0.97686,                0.69034,                0.97277,                0.95639,                0.96559,                0.67135,                 1.3125,                 1.4662,                0.09712,                0.98233,                0.64829,                 1.3389,             0.00035155,             0.00035155,             0.00035155
                    134,                0.84889,                 2.1265,                 0.2915,                0.92423,                0.58522,                 1.1021,                0.96467,                0.95639,                0.97276,                0.56052,                0.96789,                 0.9595,                0.98196,                0.69276,                0.96525,                0.95639,                0.95968,                0.69194,                 1.4384,                 1.4498,                0.09584,                0.96513,                0.67665,                 1.3884,              0.0003466,              0.0003466,              0.0003466
                    135,                0.83215,                 2.0501,                0.28088,                0.89282,                  0.581,                 1.0941,                 0.9558,                0.94311,                0.96542,                0.57996,                0.96843,                0.95557,                0.98082,                0.70376,                 0.9589,                0.94478,                0.95117,                0.67759,                 1.3558,                 1.4673,                  0.096,                0.99805,                0.65494,                 1.3576,             0.00034165,             0.00034165,             0.00034165
                    136,                0.84484,                 2.1664,                0.30281,                0.92613,                0.58254,                 1.0982,                0.94672,                0.94097,                0.96426,                0.59342,                0.96547,                0.95639,                 0.9826,                0.70674,                0.96547,                0.95639,                0.96135,                0.66608,                 1.3386,                 1.4676,                0.09749,                0.98242,                0.64247,                 1.3547,              0.0003367,              0.0003367,              0.0003367
                    137,                0.82662,                   2.07,                0.30271,                0.87151,                0.57996,                 1.0991,                0.96305,                0.95639,                0.97262,                0.58109,                0.96619,                 0.9595,                0.98696,                0.71193,                0.96342,                0.95639,                0.95715,                0.66368,                 1.3788,                 1.4502,                0.09659,                0.96684,                0.65082,                   1.38,             0.00033175,             0.00033175,             0.00033175
                    138,                0.83968,                 2.1759,                0.31852,                0.89456,                0.58617,                 1.1056,                0.96288,                0.95327,                0.97282,                0.54403,                0.96613,                0.95639,                0.97942,                0.68501,                0.96613,                0.95639,                0.95713,                0.67746,                 1.5375,                 1.4828,                0.09546,                0.97576,                0.69994,                 1.4715,              0.0003268,              0.0003268,              0.0003268
                    139,                0.82348,                  1.999,                0.28587,                0.89677,                0.58316,                  1.095,                0.95167,                0.94081,                0.95891,                0.56215,                0.96775,                0.95639,                0.98301,                0.70663,                0.97106,                 0.9595,                0.95993,                0.67626,                 1.4858,                 1.4659,                0.09653,                 1.0031,                0.66943,                 1.4308,             0.00032185,             0.00032185,             0.00032185
                    140,                0.84793,                 2.0817,                0.28679,                0.84347,                0.58143,                  1.097,                 0.9561,                0.94977,                 0.9633,                0.58329,                 0.9655,                0.95912,                0.97952,                0.71465,                0.96864,                0.96219,                0.96482,                0.68649,                 1.4259,                 1.4426,                0.09494,                0.96867,                0.65646,                 1.3499,              0.0003169,              0.0003169,              0.0003169
                    141,                0.85223,                 2.0839,                0.30124,                0.89827,                0.58527,                 1.0972,                0.95738,                0.95327,                0.96531,                0.58227,                0.96364,                 0.9595,                0.98051,                0.71555,                0.96429,                 0.9595,                0.95858,                0.68707,                 1.4427,                 1.4447,                0.09299,                0.95968,                0.66007,                 1.3726,             0.00031195,             0.00031195,             0.00031195
                    142,                0.83473,                 2.0664,                0.31709,                0.88916,                0.57795,                 1.0837,                0.95896,                0.95639,                0.97083,                0.58083,                0.95896,                0.95639,                 0.9861,                0.71929,                0.95583,                0.95327,                0.94709,                0.67528,                 1.4168,                 1.4194,                0.09302,                 1.0145,                0.65193,                 1.3954,               0.000307,               0.000307,               0.000307
