                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                   3.78,                 8.1592,                0.42129,                 3.8647,                 2.4771,                 3.3066,                 0.0003,                0.01282,                0.00017,                  3e-05,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 3.3188,                  8.384,                0.23473,                 5.0346,                 3.0882,                 3.2946,               0.068304,             0.00030416,             0.00030416
                     12,                 3.7475,                 7.9839,                0.41981,                 3.5673,                 2.4195,                 3.3182,                0.00091,                0.03846,                0.00048,                0.00017,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 3.3032,                 8.3449,                0.22329,                 5.2482,                  3.091,                 3.2814,               0.065331,             0.00033094,             0.00033094
                     13,                 3.4887,                 7.8054,                0.42084,                 3.3398,                 2.2393,                 3.2157,                0.00121,                0.05128,                0.00066,                0.00021,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 3.2509,                 8.2742,                0.22046,                 5.2416,                 3.2617,                 3.1958,               0.062357,             0.00035743,             0.00035743
                     14,                 3.6066,                 7.8081,                0.41255,                 3.1375,                 2.2119,                 3.1668,                0.00394,                0.16667,                0.00231,                0.00046,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 3.1927,                 8.2386,                 0.2288,                 5.3227,                 3.3041,                 3.1005,               0.059384,             0.00038362,             0.00038362
                     15,                 3.6458,                 7.6541,                0.29217,                 3.0693,                 2.0611,                 3.0508,                0.00939,                0.39744,                0.00684,                0.00212,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 3.1199,                 8.1763,                  0.228,                 5.6516,                 3.4549,                 2.9961,                0.05641,             0.00040951,             0.00040951
                     16,                 3.5054,                 7.6252,                0.38466,                  2.851,                  2.075,                 3.0543,                 0.0103,                 0.4359,                0.00796,                0.00245,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 3.0923,                 8.1563,                0.22463,                 5.6874,                 3.5172,                 2.9637,               0.053435,              0.0004351,              0.0004351
                     17,                 3.4778,                 7.8697,                0.46818,                 2.8281,                 2.2278,                 3.0732,                0.01121,                0.47436,                0.00918,                0.00289,                 0.0003,                0.01282,                0.00015,                  2e-05,                      0,                      0,                      0,                      0,                 3.0455,                 8.1066,                 0.2189,                 6.0248,                 3.5412,                 2.9086,                0.05046,              0.0004604,              0.0004604
                     18,                 3.4227,                 7.6564,                0.35128,                 2.7065,                 2.0455,                 2.8975,                0.01182,                    0.5,                0.00981,                0.00326,                 0.0003,                0.01282,                0.00016,                  2e-05,                      0,                      0,                      0,                      0,                 3.0188,                 8.1005,                0.21721,                 6.3905,                 3.5975,                 2.8754,               0.047485,              0.0004854,              0.0004854
                     19,                  3.426,                 7.5234,                0.34105,                 2.6567,                 2.0115,                  2.873,                 0.0011,                0.01282,                0.00057,                  6e-05,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.9863,                 8.0973,                0.21524,                 6.5956,                 3.6155,                 2.8476,                0.04451,              0.0005101,              0.0005101
                     20,                 3.3651,                 7.6261,                0.41731,                 2.5755,                 1.9687,                   2.86,                0.00485,                0.20513,                0.00601,                0.00127,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.9616,                 8.0881,                0.21256,                 6.5689,                 3.6136,                 2.8236,               0.041535,             0.00053451,             0.00053451
                     21,                 3.2379,                 7.5354,                0.35896,                 2.5319,                 1.9507,                 2.8481,                0.00485,                0.20513,                0.00942,                0.00219,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.9447,                 8.0978,                0.21067,                 6.4634,                  3.627,                 2.8005,               0.038559,             0.00055862,             0.00055862
                     22,                  3.266,                 7.5328,                0.38706,                 2.5301,                 1.9146,                 2.8074,                0.00545,                0.23077,                0.01212,                0.00279,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.9261,                 8.1004,                0.20819,                 6.4031,                 3.6556,                 2.7857,               0.035582,             0.00058243,             0.00058243
                     23,                 3.1391,                 7.3993,                 0.3227,                 2.4873,                 1.8696,                 2.7555,                0.00576,                0.24359,                0.01141,                0.00298,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.9112,                 8.1099,                0.20519,                 6.3621,                 3.6726,                 2.7754,               0.032606,             0.00060595,             0.00060595
                     24,                 3.1636,                 7.4894,                0.35914,                  2.478,                 1.9597,                 2.7943,                0.00545,                0.23077,                0.01146,                0.00318,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.9047,                 8.1042,                0.20294,                 6.3473,                 3.7109,                 2.7708,               0.029629,             0.00062917,             0.00062917
                     25,                 3.0857,                 7.5479,                0.35068,                 2.4806,                 1.8868,                 2.7027,                0.00576,                0.24359,                0.01233,                0.00321,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8993,                 8.1064,                0.20208,                 6.2767,                 3.6925,                 2.7655,               0.026652,             0.00065209,             0.00065209
                     26,                  3.035,                  7.495,                0.37322,                 2.4334,                 1.9341,                 2.7102,                0.00576,                0.24359,                0.01323,                 0.0037,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.9003,                  8.109,                0.20099,                 6.2454,                 3.6959,                 2.7573,               0.023675,             0.00067471,             0.00067471
                     27,                 2.9106,                 7.2949,                0.37274,                 2.3758,                 1.8923,                 2.6456,                0.00576,                0.24359,                0.01746,                0.00437,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8923,                 8.0948,                 0.1988,                 6.0806,                 3.6797,                 2.7559,               0.020697,             0.00069704,             0.00069704
                     28,                 2.9877,                 7.3277,                0.35965,                 2.2765,                 1.8968,                 2.6536,                0.00606,                0.25641,                0.01721,                0.00422,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8912,                 8.0783,                0.19588,                 5.7203,                 3.6714,                 2.7673,               0.017719,             0.00071907,             0.00071907
                     29,                 2.7458,                 7.1611,                0.40886,                   2.16,                 1.9313,                 2.6223,                0.00606,                0.25641,                0.01721,                0.00422,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8912,                 8.0783,                0.19588,                 5.7203,                 3.6714,                 2.7673,               0.014741,              0.0007408,              0.0007408
                     30,                 2.7985,                 7.2275,                0.36427,                 2.3053,                 1.8808,                 2.5906,                0.01733,                0.26923,                0.01787,                0.00497,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8977,                 8.0639,                0.19494,                 5.2161,                 3.6554,                 2.7745,               0.011762,             0.00076224,             0.00076224
                     31,                 2.8862,                 7.1755,                0.36478,                 2.2161,                 1.8862,                 2.5618,                0.03633,                0.58974,                0.04021,                0.01116,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8999,                 8.0337,                0.19337,                 4.6979,                 3.5964,                 2.7787,              0.0087834,             0.00078338,             0.00078338
                     32,                 2.8204,                 7.0469,                0.34737,                 2.2263,                 1.8472,                 2.5434,                0.06294,                0.46154,                0.08586,                0.02208,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8986,                 8.0135,                0.19242,                 4.1749,                 3.6052,                 2.7912,              0.0058042,             0.00080422,             0.00080422
                     33,                 2.8031,                 7.1455,                  0.388,                 2.2458,                 1.8552,                 2.5565,                0.06294,                0.46154,                0.08586,                0.02208,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8986,                 8.0135,                0.19242,                 4.1749,                 3.6052,                 2.7912,              0.0028248,             0.00082477,             0.00082477
                     34,                 2.6721,                 7.1536,                0.39181,                 2.1404,                 1.8068,                 2.5957,                0.06667,                0.53846,                0.13686,                0.03129,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8881,                 8.0048,                0.19267,                 3.7747,                 3.5823,                 2.7927,             0.00083665,             0.00083665,             0.00083665
                     35,                 2.7559,                 7.1569,                0.41239,                 2.2193,                 1.8773,                 2.6186,                0.03709,                0.69231,                0.07804,                0.01886,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8794,                 7.9937,                0.19298,                 3.4749,                 3.4451,                 2.7855,             0.00083665,             0.00083665,             0.00083665
                     36,                 2.7571,                 7.0739,                0.33406,                 2.1404,                 1.7563,                 2.5141,                0.01777,                0.71795,                0.03753,                0.01035,                0.00032,                0.01282,                0.00017,                  2e-05,                0.00159,                 0.0641,                0.00142,                0.00016,                 2.8971,                 7.9816,                0.19208,                 3.2099,                 3.2828,                 2.7802,              0.0008317,              0.0008317,              0.0008317
                     37,                 2.6007,                 7.1161,                0.40714,                 2.0929,                 1.8156,                 2.5398,                0.01777,                0.71795,                0.03753,                0.01035,                0.00032,                0.01282,                0.00017,                  2e-05,                0.00159,                 0.0641,                0.00142,                0.00016,                 2.8971,                 7.9816,                0.19208,                 3.2099,                 3.2828,                 2.7802,             0.00082675,             0.00082675,             0.00082675
                     38,                 2.6496,                  7.112,                0.39184,                 2.1545,                 1.8039,                 2.4841,                0.01606,                0.67949,                 0.0347,                0.00896,                 0.0003,                0.01282,                0.00016,                  2e-05,                0.00545,                0.23077,                0.01219,                0.00166,                 2.9256,                 7.9601,                0.19116,                 2.9722,                 3.1716,                 2.7803,              0.0008218,              0.0008218,              0.0008218
                     39,                 2.6507,                 6.9792,                0.37358,                 2.0321,                 1.8336,                 2.5653,                0.01667,                0.70513,                0.03734,                0.01005,                 0.0003,                0.01282,                0.00016,                  2e-05,                0.01091,                0.46154,                0.03998,                0.00622,                 2.9241,                 7.9443,                0.19086,                 2.7774,                 3.1189,                 2.7826,             0.00081685,             0.00081685,             0.00081685
                     40,                 2.5657,                 6.8291,                 0.3392,                 2.0812,                  1.711,                 2.4523,                0.01649,                0.69231,                0.03579,                0.00943,                0.00031,                0.01282,                0.00016,                  2e-05,                0.03044,                0.61538,                0.07383,                0.01471,                 2.9449,                 7.8961,                0.18853,                  2.626,                 3.0135,                 2.7857,              0.0008119,              0.0008119,              0.0008119
                     41,                 2.6705,                 6.7529,                0.30273,                 2.0328,                 1.6906,                 2.4288,                0.01649,                0.69231,                0.03579,                0.00943,                0.00031,                0.01282,                0.00016,                  2e-05,                0.03044,                0.61538,                0.07383,                0.01471,                 2.9449,                 7.8961,                0.18853,                  2.626,                 3.0135,                 2.7857,             0.00080695,             0.00080695,             0.00080695
                     42,                 2.5794,                 6.8874,                0.35648,                 2.1033,                 1.7245,                 2.4189,                0.02464,                0.65385,                0.03716,                0.00956,                0.00034,                0.01282,                0.00018,                  2e-05,                0.13243,                0.20513,                0.08463,                 0.0194,                 2.9942,                 7.8408,                0.18656,                  2.547,                 2.9585,                  2.806,               0.000802,               0.000802,               0.000802
                     43,                 2.4252,                 6.5894,                0.35791,                 1.9217,                 1.7114,                 2.4883,                0.04806,                0.07692,                0.03396,                 0.0083,                0.00034,                0.01282,                0.00018,                  2e-05,                0.16138,                0.12821,                0.08661,                0.02106,                 3.0576,                 7.7689,                0.18327,                 2.4856,                 2.8686,                 2.8259,             0.00079705,             0.00079705,             0.00079705
                     44,                  2.465,                 6.7601,                0.42185,                 1.9297,                 1.7356,                 2.4812,                 0.0469,                0.14103,                0.02913,                0.00678,                0.00126,                0.03846,                0.00072,                  7e-05,                0.13748,                0.26923,                0.09135,                0.02304,                 3.1777,                 7.6573,                0.17659,                 2.4208,                 2.7369,                 2.8767,              0.0007921,              0.0007921,              0.0007921
                     45,                 2.6002,                 6.8324,                0.32929,                 2.0966,                 1.7143,                 2.4256,                 0.0469,                0.14103,                0.02913,                0.00678,                0.00126,                0.03846,                0.00072,                  7e-05,                0.13748,                0.26923,                0.09135,                0.02304,                 3.1777,                 7.6573,                0.17659,                 2.4208,                 2.7369,                 2.8767,             0.00078715,             0.00078715,             0.00078715
                     46,                 2.5181,                 6.7375,                0.34125,                 1.9298,                 1.7124,                 2.3827,                0.03101,                0.12821,                0.02537,                 0.0059,                0.01623,                 0.0641,                0.00226,                0.00023,                0.13295,                0.25641,                0.10194,                 0.0279,                 3.3312,                 7.4827,                0.16551,                 2.3566,                 2.6186,                 2.9656,              0.0007822,              0.0007822,              0.0007822
                     47,                 2.6246,                 6.8886,                0.35288,                 2.1434,                  1.733,                 2.3336,                0.03738,                0.10256,                 0.0255,                0.00526,                0.02045,                0.10256,                0.00654,                0.00076,                0.16589,                0.19231,                0.11398,                0.03292,                 3.4436,                 7.2338,                0.15295,                 2.2927,                 2.5412,                 3.0336,             0.00077725,             0.00077725,             0.00077725
                     48,                 2.6137,                 6.9594,                0.35784,                  2.085,                 1.7267,                 2.2904,                0.05374,                0.10256,                0.03772,                0.00671,                0.02664,                0.19231,                0.01018,                0.00134,                0.18819,                0.32051,                0.15118,                  0.043,                 3.4734,                 6.9578,                0.14335,                 2.2071,                 2.4477,                 3.0629,              0.0007723,              0.0007723,              0.0007723
                     49,                  2.564,                 6.7235,                0.32085,                 1.9621,                 1.7093,                 2.3437,                0.05374,                0.10256,                0.03772,                0.00671,                0.02664,                0.19231,                0.01018,                0.00134,                0.18819,                0.32051,                0.15118,                  0.043,                 3.4734,                 6.9578,                0.14335,                 2.2071,                 2.4477,                 3.0629,             0.00076735,             0.00076735,             0.00076735
                     50,                 2.5861,                 6.8199,                0.32364,                 1.9818,                 1.7597,                 2.4451,                0.07663,                0.11538,                0.03865,                0.00651,                 0.0293,                0.15385,                0.01703,                0.00204,                0.17037,                0.32051,                0.16851,                 0.0493,                 3.5774,                 6.7963,                0.13556,                 2.1373,                 2.4009,                 3.1804,              0.0007624,              0.0007624,              0.0007624
                     51,                 2.5229,                 6.6918,                0.37202,                 1.9513,                  1.694,                 2.3169,                0.08507,                0.14103,                0.02911,                0.00523,                0.02504,                0.17949,                  0.012,                0.00142,                0.16989,                0.32051,                0.17168,                 0.0513,                 3.7604,                 6.8705,                0.12955,                  2.084,                 2.4665,                  3.394,             0.00075745,             0.00075745,             0.00075745
                     52,                 2.5221,                 6.6722,                0.37377,                 2.0126,                 1.7533,                 2.4304,                0.05583,                0.08974,                0.02219,                0.00438,                0.02573,                0.15385,                0.01154,                0.00129,                0.17731,                0.34615,                0.15919,                 0.0445,                 3.8871,                 7.0355,                 0.1254,                 2.0397,                 2.4571,                 3.6331,              0.0007525,              0.0007525,              0.0007525
                     53,                 2.4634,                 6.4265,                0.33704,                 1.9283,                 1.6278,                 2.3418,                0.05583,                0.08974,                0.02219,                0.00438,                0.02573,                0.15385,                0.01154,                0.00129,                0.17731,                0.34615,                0.15919,                 0.0445,                 3.8871,                 7.0355,                 0.1254,                 2.0397,                 2.4571,                 3.6331,             0.00074755,             0.00074755,             0.00074755
                     54,                 2.6362,                 6.6193,                0.35996,                 1.9629,                 1.6456,                 2.3992,                0.05948,                0.16667,                0.02655,                0.00493,                0.02898,                0.08974,                0.00982,                0.00128,                0.16806,                0.42995,                0.18674,                0.05045,                 3.9177,                 7.1009,                0.12299,                  2.004,                 2.2633,                 3.7169,              0.0007426,              0.0007426,              0.0007426
                     55,                 2.5394,                 6.5963,                 0.3479,                 1.9082,                 1.6687,                 2.3556,                0.07713,                0.16667,                0.03277,                0.00604,                0.03044,                0.14103,                0.01406,                0.00185,                0.24842,                0.41026,                0.25089,                0.08284,                 3.8756,                 7.0413,                0.11927,                 1.9976,                 2.1114,                 3.7078,             0.00073765,             0.00073765,             0.00073765
                     56,                 2.5094,                 6.5413,                0.34304,                 1.9748,                  1.669,                 2.3384,                0.13947,                0.19231,                0.07435,                0.01179,                0.04632,                0.19231,                0.02034,                0.00271,                0.34061,                0.44872,                0.32461,                0.11409,                 3.6296,                 6.8345,                 0.1155,                 1.9974,                 1.9985,                 3.4474,              0.0007327,              0.0007327,              0.0007327
                     57,                  2.435,                 6.4959,                0.35667,                 1.9133,                 1.6726,                 2.3091,                0.13947,                0.19231,                0.07435,                0.01179,                0.04632,                0.19231,                0.02034,                0.00271,                0.34061,                0.44872,                0.32461,                0.11409,                 3.6296,                 6.8345,                 0.1155,                 1.9974,                 1.9985,                 3.4474,             0.00072775,             0.00072775,             0.00072775
                     58,                 2.3764,                 6.2936,                0.34522,                  1.865,                 1.6419,                  2.263,                0.23546,                0.29487,                0.15774,                0.02501,                0.05624,                0.23077,                0.02817,                0.00351,                 0.4184,                0.52564,                0.38218,                0.15277,                 3.4154,                 6.6951,                 0.1145,                 1.9597,                 1.9412,                 3.2418,              0.0007228,              0.0007228,              0.0007228
                     59,                 2.4729,                 6.5613,                 0.3539,                 1.8201,                 1.6955,                 2.3535,                0.19435,                0.25054,                 0.1092,                0.01914,                0.05069,                0.28205,                0.02489,                0.00336,                 0.3384,                0.46562,                0.29703,                 0.1198,                 3.4255,                 6.6089,                0.11392,                 1.9387,                 2.0492,                 3.2569,             0.00071785,             0.00071785,             0.00071785
                     60,                 2.5031,                 6.6599,                0.35361,                 1.9343,                 1.6785,                 2.2943,                0.10034,                0.21795,                0.05895,                0.01094,                0.05253,                0.33333,                0.02892,                0.00381,                 0.2332,                    0.5,                0.20507,                 0.0707,                 3.4532,                 6.5008,                 0.1134,                  1.933,                 2.2647,                 3.3626,              0.0007129,              0.0007129,              0.0007129
                     61,                 2.4165,                 6.3939,                0.39359,                 1.8108,                 1.6206,                  2.288,                0.10034,                0.21795,                0.05895,                0.01094,                0.05253,                0.33333,                0.02892,                0.00381,                 0.2332,                    0.5,                0.20507,                 0.0707,                 3.4532,                 6.5008,                 0.1134,                  1.933,                 2.2647,                 3.3626,             0.00070795,             0.00070795,             0.00070795
                     62,                 2.4219,                 6.4506,                 0.3909,                 1.8446,                 1.6159,                 2.2447,                0.07658,                0.33333,                0.05276,                0.01032,                0.06219,                0.34615,                0.04478,                0.00643,                0.22902,                0.34615,                0.18964,                0.06625,                 3.3895,                 6.3892,                0.11688,                 1.9032,                 2.3268,                 3.2577,               0.000703,               0.000703,               0.000703
                     63,                 2.3798,                 6.3841,                0.33353,                 1.8963,                 1.5957,                 2.1947,                 0.1003,                0.39744,                0.09534,                0.01692,                0.07067,                0.29487,                0.05431,                0.00882,                0.26154,                0.45863,                0.25097,                0.08657,                 3.2612,                  6.233,                0.11952,                 1.8969,                 2.1557,                 3.0388,             0.00069805,             0.00069805,             0.00069805
                     64,                 2.3538,                 6.3047,                0.34491,                 1.9003,                 1.6058,                 2.1872,                0.26465,                0.48718,                0.19467,                0.04404,                0.14152,                0.23077,                0.07458,                0.01175,                0.32734,                0.60256,                0.32949,                0.13782,                 3.0918,                  6.123,                0.12084,                 1.8726,                 1.8757,                 2.8075,              0.0006931,              0.0006931,              0.0006931
                     65,                 2.3865,                 6.4616,                0.40823,                 1.8423,                 1.6135,                 2.2348,                0.26465,                0.48718,                0.19467,                0.04404,                0.14152,                0.23077,                0.07458,                0.01175,                0.32734,                0.60256,                0.32949,                0.13782,                 3.0918,                  6.123,                0.12084,                 1.8726,                 1.8757,                 2.8075,             0.00068815,             0.00068815,             0.00068815
                     66,                  2.346,                 6.3457,                0.31265,                   1.95,                 1.5919,                  2.226,                0.33023,                 0.4359,                0.25364,                0.05635,                0.12994,                0.30769,                0.06742,                0.01064,                0.37257,                0.60141,                0.38036,                0.16699,                 3.0189,                 6.1904,                0.12091,                 1.8331,                  1.749,                 2.7127,              0.0006832,              0.0006832,              0.0006832
                     67,                 2.3767,                 6.4195,                0.33435,                 1.9031,                 1.5286,                 2.1628,                0.32618,                0.47436,                0.27233,                0.05958,                0.12828,                0.28205,                0.06716,                 0.0104,                0.43197,                0.62821,                 0.3901,                0.16549,                 3.0273,                 6.2633,                0.11937,                  1.802,                 1.7344,                  2.694,             0.00067825,             0.00067825,             0.00067825
                     68,                 2.2936,                 6.2867,                0.34898,                 1.8889,                 1.5879,                  2.238,                0.26782,                0.36111,                0.24404,                 0.0502,                0.10858,                0.25641,                0.05846,                0.00891,                0.34725,                0.57692,                0.37711,                 0.1485,                 3.1833,                 6.4103,                0.11759,                 1.7858,                 1.8025,                 2.7963,              0.0006733,              0.0006733,              0.0006733
                     69,                 2.3853,                 6.3189,                0.37452,                 1.8303,                  1.607,                 2.2705,                0.26782,                0.36111,                0.24404,                 0.0502,                0.10858,                0.25641,                0.05846,                0.00891,                0.34725,                0.57692,                0.37711,                 0.1485,                 3.1833,                 6.4103,                0.11759,                 1.7858,                 1.8025,                 2.7963,             0.00066835,             0.00066835,             0.00066835
                     70,                 2.3799,                 6.1746,                0.35615,                 1.8096,                 1.5535,                 2.2103,                 0.1813,                    0.5,                0.18702,                0.04213,                0.09709,                0.23077,                0.05176,                0.00804,                0.33845,                0.47436,                0.37892,                0.14859,                 3.1629,                 6.3433,                0.11654,                 1.7526,                 1.8226,                  2.795,              0.0006634,              0.0006634,              0.0006634
                     71,                 2.3389,                 6.3568,                0.35052,                  1.816,                 1.5486,                 2.1722,                0.22503,                0.53846,                0.23502,                 0.0524,                0.15227,                0.32051,                0.08383,                0.01147,                0.29589,                0.51282,                0.35237,                0.15034,                 2.9939,                 6.1073,                0.11738,                 1.7254,                 1.7736,                 2.6493,             0.00065845,             0.00065845,             0.00065845
                     72,                 2.3179,                  6.306,                0.34381,                 1.7942,                 1.5387,                 2.1407,                0.31769,                0.52564,                0.31613,                0.08412,                0.19686,                0.33333,                0.12662,                0.01831,                0.39402,                0.48352,                 0.3965,                0.17683,                 2.7652,                 5.8525,                0.11869,                 1.7151,                 1.6781,                 2.5025,              0.0006535,              0.0006535,              0.0006535
                     73,                 2.3363,                 6.3038,                0.40737,                 1.7753,                 1.5942,                 2.2477,                0.31769,                0.52564,                0.31613,                0.08412,                0.19686,                0.33333,                0.12662,                0.01831,                0.39402,                0.48352,                 0.3965,                0.17683,                 2.7652,                 5.8525,                0.11869,                 1.7151,                 1.6781,                 2.5025,             0.00064855,             0.00064855,             0.00064855
                     74,                 2.2755,                 6.2687,                0.38216,                 1.7626,                 1.5644,                 2.1395,                0.46657,                0.58974,                0.53391,                0.18016,                0.30454,                0.33688,                0.22415,                0.03631,                0.44404,                0.60256,                0.51895,                0.25583,                 2.5279,                    5.7,                0.11917,                 1.7176,                 1.5525,                 2.3745,              0.0006436,              0.0006436,              0.0006436
                     75,                 2.3086,                 6.1824,                0.36255,                 1.8111,                 1.5592,                 2.1688,                0.47289,                0.64103,                0.58413,                0.21222,                0.39729,                0.32051,                0.27583,                0.04332,                0.45653,                0.57083,                0.55303,                0.27742,                 2.4874,                 5.6617,                0.11772,                 1.7384,                 1.4849,                 2.3669,             0.00063865,             0.00063865,             0.00063865
                     76,                 2.2146,                 6.0261,                0.34604,                 1.7943,                 1.5426,                 2.1624,                0.47599,                0.64052,                0.55724,                0.17049,                0.36227,                0.35897,                0.27657,                 0.0431,                0.44346,                0.52564,                0.51562,                0.27695,                 2.6103,                 5.6893,                0.11612,                 1.7341,                 1.5036,                 2.4724,              0.0006337,              0.0006337,              0.0006337
                     77,                 2.2038,                  6.077,                0.25364,                 1.7549,                 1.6162,                 2.0656,                0.47599,                0.64052,                0.55724,                0.17049,                0.36227,                0.35897,                0.27657,                 0.0431,                0.44346,                0.52564,                0.51562,                0.27695,                 2.6103,                 5.6893,                0.11612,                 1.7341,                 1.5036,                 2.4724,             0.00062875,             0.00062875,             0.00062875
                     78,                 2.2132,                 5.9384,                0.34209,                 1.7356,                 1.4905,                 2.1658,                0.50935,                0.52564,                0.48703,                0.11725,                0.33822,                0.32051,                0.25752,                0.03737,                0.61595,                0.51407,                0.55131,                0.28974,                 2.8519,                 5.7337,                0.11459,                 1.7096,                 1.5448,                  2.693,              0.0006238,              0.0006238,              0.0006238
