                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.1291,                   5.42,                0.37377,                 2.4258,                 1.1001,                 1.3927,                0.86934,                0.74102,                0.85557,                0.60556,                 0.7232,                0.55982,                0.55387,                0.20993,                 0.8594,                0.73146,                 0.8227,                0.48793,                 1.0156,                 4.3243,                0.35569,                 2.1986,                0.87643,                 1.3039,             0.00095545,             0.00095545,             0.00095545
                     12,                 1.1197,                 5.3803,                0.37049,                 2.3978,                 1.0865,                 1.3807,                0.84819,                 0.7675,                0.85919,                0.61169,                0.74982,                0.56839,                0.58126,                 0.2313,                0.84264,                0.75273,                 0.8303,                0.49714,                0.99681,                 4.2227,                0.34953,                 2.1578,                0.85562,                 1.2872,              0.0009505,              0.0009505,              0.0009505
                     13,                 1.1066,                 5.3115,                0.36825,                 2.3741,                 1.0699,                  1.369,                0.85644,                0.76573,                0.86312,                0.61587,                0.72108,                0.58021,                0.57688,                0.23202,                0.84769,                0.75273,                 0.8362,                0.50477,                0.98739,                 4.1678,                0.34753,                   2.12,                0.84454,                 1.2812,             0.00094555,             0.00094555,             0.00094555
                     14,                 1.0956,                 5.2277,                0.36443,                 2.3535,                 1.0539,                  1.358,                0.84546,                0.78063,                0.86832,                 0.6255,                0.74803,                0.58287,                0.59094,                0.24193,                 0.8343,                0.77496,                0.84198,                0.51394,                0.97132,                 4.0823,                0.34471,                 2.0907,                0.82305,                 1.2651,              0.0009406,              0.0009406,              0.0009406
                     15,                 1.0859,                 5.1851,                  0.363,                 2.3363,                 1.0385,                 1.3463,                0.85895,                0.77341,                0.87067,                0.62708,                0.74964,                0.59055,                  0.601,                 0.2508,                0.85408,                0.76484,                0.84628,                0.51761,                0.96444,                 4.0308,                0.34356,                 2.0635,                0.81495,                 1.2561,             0.00093565,             0.00093565,             0.00093565
                     16,                 1.0756,                 5.1615,                 0.3611,                 2.3104,                 1.0255,                 1.3349,                0.89181,                0.75805,                0.87484,                0.63336,                0.75419,                0.60186,                 0.6073,                0.25739,                0.88347,                0.75096,                0.85278,                0.52209,                0.94804,                 3.9763,                0.33952,                 2.0556,                0.79969,                 1.2414,              0.0009307,              0.0009307,              0.0009307
                     17,                 1.0653,                 5.1005,                0.35776,                 2.2876,                 1.0125,                 1.3255,                 0.8757,                0.76176,                0.87696,                0.63887,                0.75988,                0.60207,                0.61816,                0.26518,                0.87588,                 0.7484,                0.85118,                0.52665,                0.94316,                 3.9204,                0.33738,                 2.0378,                0.78606,                 1.2341,             0.00092575,             0.00092575,             0.00092575
                     18,                 1.0556,                 5.0434,                 0.3556,                 2.2708,                      1,                 1.3187,                0.87751,                0.77033,                0.87837,                0.64412,                0.75713,                0.61566,                0.62536,                0.27162,                0.87077,                0.76442,                0.85605,                0.53061,                0.93463,                  3.887,                0.33537,                 2.0139,                0.77961,                 1.2278,              0.0009208,              0.0009208,              0.0009208
                     19,                 1.0504,                 4.9992,                 0.3528,                 2.2527,                0.99376,                 1.3139,                0.88734,                0.75982,                0.87857,                0.64578,                0.76144,                0.62068,                0.63049,                 0.2748,                0.87647,                0.75451,                 0.8537,                0.53328,                0.92475,                 3.8414,                0.33378,                 2.0006,                0.77094,                 1.2181,             0.00091585,             0.00091585,             0.00091585
                     20,                 1.0421,                 4.9756,                0.35337,                  2.245,                0.98142,                 1.3065,                0.87301,                0.77381,                0.88056,                0.64932,                0.76858,                0.61654,                0.63468,                0.28055,                0.86646,                0.76691,                0.85671,                 0.5368,                0.91686,                 3.8156,                0.33284,                 1.9868,                0.76429,                 1.2101,              0.0009109,              0.0009109,              0.0009109
                     21,                  1.042,                 4.9326,                0.35069,                 2.2379,                0.97867,                 1.3041,                0.87135,                0.78641,                0.88291,                0.65098,                0.75538,                 0.6258,                 0.6354,                0.28636,                0.86817,                0.77046,                0.85827,                0.53939,                0.91259,                 3.7835,                0.33162,                 1.9744,                0.75712,                  1.206,             0.00090595,             0.00090595,             0.00090595
                     22,                 1.0304,                 4.8874,                0.34865,                 2.2069,                0.96402,                 1.2941,                0.87019,                0.78622,                0.88444,                0.65477,                0.75578,                0.63338,                0.64265,                0.29024,                0.86752,                0.77381,                 0.8623,                0.54228,                 0.9088,                 3.7501,                0.33003,                  1.963,                0.74983,                 1.2017,               0.000901,               0.000901,               0.000901
                     23,                 1.0267,                 4.8574,                0.34783,                 2.1971,                0.96057,                 1.2923,                0.86991,                0.78759,                0.88545,                0.65632,                0.75179,                0.64245,                0.64647,                0.29443,                0.88028,                0.77105,                 0.8636,                 0.5441,                0.90504,                 3.7263,                0.32917,                 1.9557,                 0.7453,                 1.1988,             0.00089605,             0.00089605,             0.00089605
                     24,                 1.0236,                 4.8227,                0.34625,                 2.1914,                0.95398,                  1.287,                0.88448,                0.77696,                0.88648,                0.65747,                0.75343,                 0.6452,                 0.6487,                 0.2964,                0.88281,                0.76987,                0.86496,                0.54578,                0.90441,                 3.7033,                0.32813,                 1.9481,                0.74127,                 1.1985,              0.0008911,              0.0008911,              0.0008911
                     25,                 1.0153,                 4.7917,                0.34425,                  2.177,                0.94491,                 1.2807,                0.88394,                0.78297,                0.88755,                0.65852,                0.76138,                 0.6449,                0.65347,                0.29942,                0.88313,                0.77242,                0.86609,                0.54681,                0.90156,                 3.6827,                0.32697,                 1.9438,                0.73842,                 1.1958,             0.00088615,             0.00088615,             0.00088615
                     26,                 1.0149,                 4.7487,                0.34295,                 2.1774,                 0.9431,                 1.2787,                0.87514,                0.78888,                0.88823,                0.66003,                0.77206,                0.64542,                0.66099,                0.30189,                0.88033,                0.77518,                 0.8667,                0.54785,                0.89903,                 3.6646,                0.32605,                 1.9372,                0.73389,                 1.1934,              0.0008812,              0.0008812,              0.0008812
                     27,                 1.0094,                 4.7232,                0.34124,                 2.1609,                0.93834,                  1.275,                0.87529,                0.78996,                0.88902,                0.66157,                0.76796,                0.64823,                  0.661,                0.30415,                0.88015,                0.77666,                0.86787,                0.54958,                0.89775,                 3.6509,                0.32516,                 1.9317,                 0.7302,                 1.1924,             0.00087625,             0.00087625,             0.00087625
                     28,                 1.0047,                 4.7237,                0.34155,                 2.1614,                0.93333,                 1.2718,                0.88155,                0.78927,                0.88999,                0.66338,                0.77192,                0.65022,                0.66373,                0.30701,                0.87702,                0.78168,                0.86845,                0.55116,                0.89653,                 3.6374,                0.32458,                 1.9274,                0.72787,                 1.1909,              0.0008713,              0.0008713,              0.0008713
                     29,                0.99604,                 4.6925,                0.33988,                 2.1442,                0.92479,                 1.2665,                 0.8816,                0.78907,                 0.8905,                0.66348,                0.77863,                0.64934,                0.67003,                0.30926,                0.87592,                0.78287,                0.86975,                0.55206,                0.89507,                 3.6239,                 0.3239,                 1.9228,                0.72628,                 1.1892,             0.00086635,             0.00086635,             0.00086635
                     30,                 0.9968,                 4.6614,                0.33878,                 2.1449,                0.91848,                 1.2646,                0.88236,                0.79114,                0.89088,                0.66405,                0.77724,                0.65455,                 0.6707,                0.31118,                0.87706,                0.78612,                0.87124,                0.55262,                0.89298,                 3.6122,                0.32324,                  1.919,                0.72413,                 1.1872,              0.0008614,              0.0008614,              0.0008614
                     31,                0.98838,                 4.6381,                0.33675,                 2.1242,                 0.9139,                 1.2616,                0.88239,                 0.7935,                0.89157,                0.66584,                0.77434,                0.65702,                0.67254,                0.31269,                0.87713,                0.78877,                0.87205,                0.55429,                0.89193,                 3.5982,                0.32271,                 1.9159,                0.72199,                 1.1861,             0.00085645,             0.00085645,             0.00085645
                     32,                0.98685,                 4.6102,                0.33636,                 2.1259,                0.91336,                 1.2603,                0.88308,                 0.7921,                0.89168,                0.66606,                0.77247,                0.65849,                0.67435,                0.31493,                0.87809,                0.78789,                0.87214,                0.55522,                0.88935,                 3.5878,                0.32201,                 1.9114,                0.72118,                 1.1839,              0.0008515,              0.0008515,              0.0008515
                     33,                0.98501,                 4.5735,                0.33534,                 2.1169,                0.90742,                 1.2569,                0.88127,                 0.7935,                0.89293,                0.66696,                0.77228,                0.66352,                0.67732,                0.31714,                0.87672,                0.78993,                0.87241,                0.55645,                0.88755,                 3.5767,                0.32156,                 1.9072,                0.71953,                 1.1825,             0.00084655,             0.00084655,             0.00084655
                     34,                0.98156,                 4.5596,                0.33317,                 2.1097,                0.90394,                 1.2541,                0.88551,                0.79286,                0.89262,                 0.6677,                0.77223,                 0.6644,                0.67767,                0.31896,                0.88023,                0.78813,                0.87287,                0.55689,                0.88562,                 3.5669,                0.32123,                 1.9036,                0.71754,                 1.1808,              0.0008416,              0.0008416,              0.0008416
                     35,                0.97972,                 4.5481,                0.33333,                 2.1097,                0.89897,                 1.2527,                0.88781,                0.79251,                0.89354,                0.66835,                0.77507,                0.66647,                0.67995,                0.32103,                0.88218,                0.78749,                 0.8737,                0.55791,                0.88354,                 3.5557,                0.32071,                 1.9001,                0.71619,                 1.1788,             0.00083665,             0.00083665,             0.00083665
                     36,                0.97612,                 4.5307,                0.33292,                 2.1073,                0.89822,                 1.2501,                0.88887,                 0.7935,                0.89373,                 0.6683,                0.77397,                0.66864,                0.68066,                0.32212,                0.88401,                0.78806,                0.87435,                0.55862,                0.88193,                 3.5445,                0.32016,                 1.8962,                0.71486,                 1.1776,              0.0008317,              0.0008317,              0.0008317
                     37,                0.97399,                  4.506,                0.33154,                 2.0972,                0.89204,                  1.247,                0.88834,                0.79557,                0.89408,                0.66955,                0.78507,                0.66322,                0.68206,                0.32367,                0.88396,                0.79055,                0.87523,                0.56032,                0.88102,                 3.5341,                 0.3197,                 1.8933,                0.71354,                 1.1764,             0.00082675,             0.00082675,             0.00082675
                     38,                0.97004,                 4.4786,                0.33079,                 2.0891,                 0.8879,                 1.2456,                0.88799,                0.79586,                 0.8945,                0.67003,                0.78432,                0.66854,                0.68664,                0.32602,                0.88501,                0.78936,                0.87508,                0.56134,                0.87964,                  3.524,                0.31925,                 1.8916,                0.71242,                 1.1752,              0.0008218,              0.0008218,              0.0008218
                     39,                0.97026,                 4.4677,                0.32927,                 2.0886,                0.88679,                 1.2436,                0.88837,                 0.7935,                0.89448,                0.67087,                0.78667,                0.67031,                0.68777,                0.32756,                0.88407,                0.78966,                0.87558,                0.56234,                 0.8781,                  3.515,                0.31898,                  1.889,                0.71113,                 1.1738,             0.00081685,             0.00081685,             0.00081685
                     40,                0.96447,                 4.4509,                0.33018,                 2.0752,                0.87624,                  1.241,                0.88491,                0.79439,                0.89431,                0.67188,                0.78072,                0.67356,                0.68899,                0.32931,                0.88647,                0.79055,                0.87543,                0.56314,                0.87651,                 3.5037,                0.31857,                 1.8863,                0.70968,                 1.1725,              0.0008119,              0.0008119,              0.0008119
                     41,                 0.9623,                 4.4363,                0.32799,                 2.0659,                 0.8772,                  1.239,                0.88571,                0.79439,                0.89517,                0.67299,                0.78283,                0.67238,                0.68953,                0.33056,                0.88739,                0.78877,                0.87589,                0.56398,                0.87491,                 3.4942,                0.31806,                 1.8823,                0.70862,                 1.1712,             0.00080695,             0.00080695,             0.00080695
                     42,                 0.9602,                 4.4165,                 0.3275,                 2.0591,                0.86966,                 1.2367,                 0.8906,                0.79367,                 0.8957,                0.67338,                0.78159,                 0.6745,                0.69075,                0.33274,                0.88733,                0.78966,                0.87684,                0.56519,                0.87352,                 3.4843,                 0.3174,                 1.8788,                0.70739,                 1.1701,               0.000802,               0.000802,               0.000802
                     43,                0.95993,                 4.4084,                0.32675,                 2.0562,                0.87209,                 1.2369,                0.89111,                 0.7954,                0.89617,                0.67418,                0.78502,                0.67179,                0.69046,                0.33443,                0.88956,                0.78996,                0.87651,                 0.5662,                0.87214,                 3.4733,                0.31688,                 1.8765,                0.70669,                 1.1691,             0.00079705,             0.00079705,             0.00079705
                     44,                0.95689,                 4.3915,                0.32554,                 2.0527,                0.86566,                 1.2332,                0.89439,                0.79705,                0.89653,                0.67433,                0.78804,                0.67327,                0.69309,                0.33634,                 0.8884,                0.79114,                0.87729,                0.56695,                0.87105,                 3.4615,                0.31642,                 1.8735,                0.70548,                 1.1683,              0.0007921,              0.0007921,              0.0007921
                     45,                0.95239,                 4.3772,                0.32627,                 2.0502,                0.86182,                 1.2322,                0.88851,                0.80044,                  0.897,                0.67553,                0.78484,                0.67564,                 0.6929,                 0.3382,                0.88362,                0.79409,                0.87866,                0.56818,                0.86981,                 3.4509,                0.31608,                 1.8704,                0.70442,                 1.1674,             0.00078715,             0.00078715,             0.00078715
                     46,                0.95372,                 4.3631,                0.32474,                 2.0522,                 0.8625,                 1.2315,                0.88361,                0.80473,                0.89785,                 0.6762,                0.78476,                0.67749,                0.69375,                0.33954,                0.88155,                0.79734,                0.87919,                0.56878,                0.86833,                 3.4391,                0.31553,                  1.867,                0.70391,                 1.1661,              0.0007822,              0.0007822,              0.0007822
                     47,                0.94833,                 4.3444,                 0.3248,                 2.0353,                0.85852,                 1.2286,                0.88295,                0.80591,                0.89852,                0.67685,                0.78462,                0.67907,                0.69473,                0.34091,                0.88113,                0.79926,                0.87973,                0.56909,                0.86709,                 3.4275,                0.31501,                 1.8638,                 0.7027,                 1.1653,             0.00077725,             0.00077725,             0.00077725
                     48,                0.94933,                 4.3276,                0.32441,                 2.0431,                0.85364,                 1.2283,                0.88237,                0.80325,                0.89847,                0.67731,                0.78695,                0.67947,                0.69719,                0.34287,                0.88152,                0.79941,                0.88141,                0.57024,                0.86574,                 3.4176,                0.31437,                 1.8608,                0.70141,                 1.1641,              0.0007723,              0.0007723,              0.0007723
                     49,                0.94589,                 4.3214,                0.32438,                 2.0385,                 0.8544,                 1.2273,                0.88322,                0.80414,                 0.8994,                0.67794,                0.78913,                 0.6821,                0.69922,                0.34442,                0.88077,                0.80095,                 0.8817,                0.57096,                0.86496,                 3.4075,                 0.3139,                 1.8576,                0.70052,                 1.1639,             0.00076735,             0.00076735,             0.00076735
                     50,                0.94308,                 4.3068,                0.32278,                 2.0303,                0.85053,                 1.2245,                 0.8867,                0.80177,                 0.8992,                0.67872,                0.78836,                0.68339,                 0.6994,                0.34606,                0.88307,                0.80099,                0.88251,                 0.5719,                0.86362,                 3.3949,                0.31353,                 1.8545,                0.69911,                 1.1629,              0.0007624,              0.0007624,              0.0007624
                     51,                0.94356,                 4.3022,                0.32279,                 2.0278,                0.84976,                 1.2228,                0.88118,                0.80621,                 0.8996,                0.67934,                0.78605,                0.68812,                0.70057,                0.34818,                0.87942,                0.80295,                0.88299,                 0.5728,                 0.8624,                 3.3828,                0.31303,                 1.8515,                0.69802,                 1.1619,             0.00075745,             0.00075745,             0.00075745
                     52,                0.93966,                 4.2769,                0.32211,                 2.0202,                0.84856,                 1.2206,                 0.8792,                0.80975,                0.90034,                0.67997,                0.78791,                0.68812,                0.70299,                0.35014,                0.87657,                 0.8062,                0.88318,                0.57377,                 0.8609,                 3.3704,                0.31239,                 1.8474,                 0.6971,                 1.1605,              0.0007525,              0.0007525,              0.0007525
                     53,                0.93927,                  4.277,                0.32068,                 2.0117,                 0.8461,                 1.2209,                 0.8781,                0.81075,                0.90044,                0.68114,                0.78662,                0.68611,                0.70306,                0.35214,                0.87528,                 0.8065,                0.88349,                0.57468,                   0.86,                 3.3599,                0.31175,                 1.8447,                0.69577,                 1.1598,             0.00074755,             0.00074755,             0.00074755
                     54,                 0.9408,                 4.2645,                0.32022,                 2.0104,                0.84357,                 1.2218,                0.87939,                0.81205,                0.90086,                0.68145,                0.79098,                0.68597,                0.70578,                0.35426,                0.87645,                0.80768,                0.88334,                 0.5752,                0.85919,                 3.3479,                0.31132,                 1.8412,                0.69449,                 1.1586,              0.0007426,              0.0007426,              0.0007426
                     55,                0.93891,                 4.2455,                0.32009,                 2.0115,                0.84177,                 1.2199,                0.87416,                0.81773,                 0.9011,                0.68173,                0.79438,                0.68508,                0.70904,                0.35613,                  0.876,                 0.8098,                0.88354,                0.57566,                0.85788,                 3.3376,                0.31077,                 1.8384,                0.69284,                 1.1574,             0.00073765,             0.00073765,             0.00073765
                     56,                0.93666,                 4.2354,                0.31844,                 2.0062,                0.84021,                 1.2208,                0.87262,                0.81654,                0.90076,                0.68207,                0.79518,                  0.687,                0.71205,                0.35839,                0.87057,                0.81272,                0.88428,                0.57655,                0.85705,                 3.3264,                0.31027,                 1.8355,                0.69164,                 1.1566,              0.0007327,              0.0007327,              0.0007327
                     57,                0.93125,                 4.2252,                0.31837,                 2.0075,                0.83978,                 1.2152,                0.87136,                0.81684,                0.90071,                 0.6826,                0.79497,                0.68842,                0.71325,                0.36015,                0.86987,                0.81162,                0.88385,                0.57782,                0.85584,                 3.3155,                0.30979,                 1.8321,                0.69008,                 1.1555,             0.00072775,             0.00072775,             0.00072775
                     58,                0.93136,                 4.2227,                0.31933,                 2.0001,                0.83492,                 1.2136,                0.86806,                0.81891,                0.90144,                0.68308,                 0.7982,                0.68863,                0.71459,                 0.3622,                0.86751,                0.81329,                0.88468,                0.57876,                0.85506,                 3.3042,                0.30913,                 1.8287,                0.68868,                 1.1546,              0.0007228,              0.0007228,              0.0007228
                     59,                0.93171,                 4.2145,                0.31802,                 1.9961,                0.83419,                 1.2142,                 0.8691,                0.81713,                0.90139,                0.68348,                0.79883,                0.68508,                0.71369,                0.36383,                0.87026,                0.81093,                0.88475,                0.57941,                  0.854,                 3.2951,                0.30865,                 1.8256,                0.68756,                 1.1537,             0.00071785,             0.00071785,             0.00071785
                     60,                0.93134,                  4.204,                0.31801,                 2.0022,                0.83329,                  1.214,                0.87083,                0.81856,                0.90251,                0.68395,                0.80349,                0.68608,                0.71571,                0.36494,                0.87196,                0.81075,                0.88565,                   0.58,                0.85332,                 3.2864,                0.30808,                  1.823,                0.68523,                  1.153,              0.0007129,              0.0007129,              0.0007129
                     61,                0.92977,                 4.1917,                0.31704,                 1.9915,                0.83058,                 1.2141,                0.87036,                 0.8195,                0.90238,                0.68464,                0.80763,                0.68588,                0.71777,                0.36675,                0.87316,                0.81146,                0.88598,                0.58044,                0.85267,                 3.2772,                0.30756,                 1.8205,                0.68365,                 1.1525,             0.00070795,             0.00070795,             0.00070795
                     62,                0.92318,                 4.1867,                0.31727,                 1.9861,                0.82424,                 1.2075,                 0.8711,                0.82052,                0.90298,                0.68528,                 0.8099,                0.68479,                0.71777,                0.36892,                0.87382,                0.81223,                0.88698,                0.58124,                0.85169,                 3.2686,                0.30701,                 1.8168,                0.68273,                 1.1517,               0.000703,               0.000703,               0.000703
                     63,                0.91972,                 4.1546,                0.31594,                 1.9798,                0.82144,                 1.2064,                0.87611,                0.81802,                0.90321,                0.68591,                 0.8124,                0.68272,                0.71958,                0.37046,                0.87696,                0.81068,                0.88705,                0.58201,                0.85088,                 3.2607,                0.30655,                 1.8146,                0.68152,                  1.151,             0.00069805,             0.00069805,             0.00069805
                     64,                0.92194,                 4.1641,                0.31557,                 1.9861,                0.82525,                 1.2084,                0.87639,                0.81895,                0.90353,                0.68673,                0.81287,                 0.6836,                0.71917,                0.37123,                0.87622,                0.81348,                0.88758,                0.58261,                0.84961,                 3.2523,                0.30619,                 1.8118,                0.68004,                 1.1497,              0.0006931,              0.0006931,              0.0006931
                     65,                0.92354,                 4.1511,                 0.3152,                 1.9812,                0.82327,                 1.2065,                0.87564,                0.81861,                 0.9038,                0.68747,                0.81784,                0.68301,                0.72103,                 0.3733,                0.87552,                0.81388,                0.88722,                0.58316,                0.84857,                 3.2435,                0.30576,                 1.8087,                0.67829,                 1.1487,             0.00068815,             0.00068815,             0.00068815
                     66,                0.91854,                 4.1348,                0.31551,                 1.9795,                0.81956,                 1.2062,                0.87455,                0.82186,                0.90475,                0.68844,                0.82215,                 0.6836,                0.72286,                0.37448,                0.87569,                 0.8137,                0.88826,                0.58372,                0.84738,                 3.2365,                0.30515,                  1.806,                0.67703,                 1.1477,              0.0006832,              0.0006832,              0.0006832
                     67,                0.91714,                 4.1346,                0.31474,                  1.973,                0.81495,                 1.2034,                 0.8763,                0.82243,                0.90548,                0.68867,                0.82318,                0.68218,                0.72236,                0.37567,                0.87812,                0.81094,                 0.8883,                0.58422,                0.84619,                 3.2285,                0.30474,                 1.8026,                0.67547,                 1.1462,             0.00067825,             0.00067825,             0.00067825
                     68,                0.91308,                 4.1101,                0.31254,                 1.9647,                0.81715,                 1.2015,                0.87607,                0.81979,                0.90512,                0.68929,                0.82373,                0.68213,                0.72242,                0.37706,                0.87851,                0.81004,                0.88911,                0.58512,                0.84498,                 3.2204,                0.30422,                 1.7989,                0.67402,                 1.1454,              0.0006733,              0.0006733,              0.0006733
                     69,                0.91673,                 4.1134,                0.31421,                 1.9734,                0.81781,                 1.2026,                 0.8744,                0.82097,                0.90495,                0.69059,                0.82389,                0.68274,                0.72341,                0.37798,                0.87899,                0.80916,                0.89001,                0.58569,                0.84371,                 3.2117,                0.30372,                 1.7952,                0.67264,                 1.1443,             0.00066835,             0.00066835,             0.00066835
                     70,                0.91639,                 4.1106,                 0.3136,                 1.9647,                0.81433,                 1.2025,                0.87631,                0.82042,                 0.9054,                0.69056,                0.82411,                0.68685,                0.72573,                0.37947,                0.87911,                0.81064,                0.89038,                0.58586,                0.84291,                 3.2035,                0.30326,                 1.7925,                0.67135,                 1.1435,              0.0006634,              0.0006634,              0.0006634
                     71,                0.91194,                 4.0924,                0.31312,                 1.9566,                0.81127,                 1.2006,                0.87717,                0.82064,                0.90572,                0.69189,                0.82408,                0.68656,                0.72627,                0.38065,                0.87551,                0.81238,                0.89126,                0.58669,                0.84176,                 3.1951,                0.30278,                 1.7895,                0.66977,                 1.1425,             0.00065845,             0.00065845,             0.00065845
                     72,                0.91383,                  4.078,                 0.3119,                 1.9537,                0.81003,                 1.1993,                0.88156,                0.81577,                0.90608,                0.69252,                0.82802,                0.68656,                0.72677,                0.38197,                0.88036,                0.81084,                0.89181,                0.58687,                0.84036,                 3.1876,                0.30246,                 1.7868,                 0.6681,                  1.141,              0.0006535,              0.0006535,              0.0006535
                     73,                0.91335,                 4.0796,                0.31251,                 1.9637,                0.81291,                 1.2005,                0.87558,                0.82245,                0.90664,                 0.6928,                0.82962,                 0.6876,                0.72863,                0.38344,                0.87923,                0.81152,                0.89159,                 0.5873,                0.83954,                 3.1796,                0.30202,                 1.7844,                0.66645,                 1.1401,             0.00064855,             0.00064855,             0.00064855
                     74,                0.91088,                 4.0692,                0.31212,                 1.9568,                0.80607,                 1.1968,                0.87692,                0.82097,                0.90672,                 0.6937,                0.82936,                0.68744,                0.72609,                0.38428,                0.88012,                0.81093,                 0.8923,                0.58781,                0.83833,                 3.1709,                0.30156,                 1.7821,                0.66584,                 1.1388,              0.0006436,              0.0006436,              0.0006436
                     75,                0.90641,                 4.0647,                0.31228,                 1.9505,                0.80431,                 1.1976,                0.87307,                0.82293,                0.90719,                0.69391,                0.82608,                0.69036,                0.72722,                0.38518,                0.88147,                0.81285,                0.89296,                0.58826,                0.83732,                 3.1644,                0.30118,                 1.7792,                0.66463,                  1.138,             0.00063865,             0.00063865,             0.00063865
