                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     26,                 3.0501,                 7.4273,                0.37267,                 2.4756,                 1.9098,                 2.6943,                0.02129,                0.60256,                0.09849,                0.02555,                0.00045,                0.01282,                0.00024,                  2e-05,                      0,                      0,                      0,                      0,                 2.8598,                 8.0571,                 0.1974,                 5.7612,                 3.5696,                 2.7525,               0.023722,             0.00072236,             0.00072236
                     27,                 2.8918,                 7.2132,                0.37438,                 2.4078,                 1.8483,                 2.6078,                0.01665,                0.66667,                 0.1375,                 0.0346,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8493,                 8.0598,                0.19609,                 5.5858,                 3.5231,                 2.7438,               0.020749,             0.00074852,             0.00074852
                     28,                 2.9801,                 7.2327,                0.35927,                 2.3056,                 1.8602,                 2.6458,                0.02609,                0.61538,                0.13992,                 0.0343,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8523,                 8.0505,                0.19486,                 5.3422,                 3.5543,                 2.7506,               0.017775,             0.00077454,             0.00077454
                     29,                 2.7557,                 7.0734,                0.40408,                 2.1791,                 1.9013,                 2.6231,                0.02609,                0.61538,                0.13992,                 0.0343,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8523,                 8.0505,                0.19486,                 5.3422,                 3.5543,                 2.7506,                 0.0148,              0.0008004,              0.0008004
                     30,                 2.7852,                 7.1663,                0.36368,                 2.3226,                  1.847,                 2.5737,                0.05251,                0.57692,                0.15847,                 0.0409,                0.00117,                0.01282,                0.00061,                  6e-05,                      0,                      0,                      0,                      0,                 2.8637,                 8.0368,                0.19401,                   4.98,                 3.6178,                 2.7626,               0.011826,             0.00082612,             0.00082612
                     31,                 2.9241,                  7.169,                 0.3658,                 2.2024,                 1.8399,                 2.5657,                0.04499,                 0.5641,                0.18286,                0.04901,                0.00102,                0.01282,                0.00054,                  5e-05,                      0,                      0,                      0,                      0,                 2.8727,                 8.0312,                 0.1925,                 4.6255,                 3.6238,                 2.7706,              0.0088517,             0.00085169,             0.00085169
                     32,                 2.8543,                 7.0433,                0.34962,                 2.2322,                 1.7861,                 2.5166,                0.04518,                0.57692,                 0.2196,                0.05437,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8788,                 8.0233,                0.19113,                 4.2238,                 3.6122,                 2.7771,              0.0058771,             0.00087711,             0.00087711
                     33,                 2.8447,                 7.0992,                0.38489,                 2.2673,                  1.802,                 2.5606,                0.04518,                0.57692,                 0.2196,                0.05437,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8788,                 8.0233,                0.19113,                 4.2238,                 3.6122,                 2.7771,              0.0029024,             0.00090238,             0.00090238
                     34,                 2.7431,                 7.0967,                0.39254,                 2.1125,                 1.7841,                 2.5961,                0.03292,                0.61538,                0.22202,                0.05966,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8616,                 8.0291,                0.19292,                 3.9339,                  3.521,                 2.7616,             0.00091833,             0.00091833,             0.00091833
                     35,                 2.7824,                 7.1857,                0.41236,                 2.1973,                 1.8519,                 2.5791,                 0.0226,                0.65385,                0.21556,                0.05506,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                 2.8235,                 8.0219,                0.19617,                 3.6487,                 3.3808,                 2.7389,             0.00091833,             0.00091833,             0.00091833
                     36,                 2.7689,                 7.0546,                0.33516,                 2.1267,                 1.7571,                 2.4722,                0.03361,                0.76923,                0.14356,                0.03959,                      0,                      0,                      0,                      0,                0.00224,                0.05128,                0.00247,                0.00036,                 2.7806,                 8.0147,                0.19889,                 3.3708,                 3.2919,                 2.7148,             0.00091585,             0.00091585,             0.00091585
                     37,                 2.5976,                 7.0405,                0.40668,                 2.0884,                   1.71,                 2.5069,                0.03361,                0.76923,                0.14356,                0.03959,                      0,                      0,                      0,                      0,                0.00224,                0.05128,                0.00247,                0.00036,                 2.7806,                 8.0147,                0.19889,                 3.3708,                 3.2919,                 2.7148,             0.00091337,             0.00091337,             0.00091337
                     38,                 2.6475,                 7.0628,                0.39426,                 2.1383,                 1.7153,                  2.466,                0.02105,                0.80769,                0.08406,                0.02339,                0.00033,                0.01282,                 0.0002,                  2e-05,                0.00768,                0.29487,                0.01285,                  0.002,                 2.7397,                 7.9753,                0.19946,                 3.1487,                 3.0635,                 2.6829,              0.0009109,              0.0009109,              0.0009109
                     39,                 2.6465,                 6.8823,                0.37117,                 2.0093,                 1.7941,                 2.5453,                0.01909,                0.80769,                0.07671,                0.02109,                 0.0003,                0.01282,                0.00017,                  2e-05,                0.01152,                0.48718,                0.02909,                0.00482,                 2.7193,                 7.8986,                0.19851,                 2.9683,                  2.866,                 2.6516,             0.00090842,             0.00090842,             0.00090842
                     40,                 2.5949,                 6.7642,                0.33715,                  2.082,                  1.677,                 2.4413,                0.08832,                0.05128,                0.07469,                0.01969,                0.00091,                0.03846,                 0.0005,                  5e-05,                0.20306,                0.11538,                0.08739,                0.01848,                 2.7749,                 7.7603,                0.18797,                 2.7832,                 2.6189,                 2.6306,             0.00090595,             0.00090595,             0.00090595
                     41,                 2.6691,                 6.7523,                0.29847,                 2.0723,                 1.6581,                 2.4218,                0.08832,                0.05128,                0.07469,                0.01969,                0.00091,                0.03846,                 0.0005,                  5e-05,                0.20306,                0.11538,                0.08739,                0.01848,                 2.7749,                 7.7603,                0.18797,                 2.7832,                 2.6189,                 2.6306,             0.00090347,             0.00090347,             0.00090347
                     42,                 2.5976,                 6.8089,                0.35357,                 2.1135,                 1.7048,                 2.4158,                0.08782,                0.15385,                0.07479,                0.01781,                0.00865,                0.02564,                 0.0016,                0.00018,                0.13207,                0.17949,                0.09503,                  0.026,                 2.9345,                 7.5047,                0.17197,                 2.6255,                 2.3976,                 2.6668,               0.000901,               0.000901,               0.000901
                     43,                 2.4368,                 6.5682,                0.35596,                 1.9242,                 1.7209,                 2.4837,                0.06713,                0.19231,                0.05979,                0.01378,                0.02147,                0.07692,                0.00625,                 0.0007,                0.17185,                 0.2368,                0.10024,                0.02564,                 3.1123,                  7.298,                0.15871,                 2.5109,                 2.3176,                 2.7483,             0.00089853,             0.00089853,             0.00089853
                     44,                  2.492,                 6.7213,                0.41668,                 1.9455,                 1.7329,                 2.4677,                 0.0624,                0.34615,                0.04636,                0.01079,                0.02556,                0.11538,                 0.0088,                0.00124,                0.11424,                0.34615,                0.08725,                0.02259,                 3.2458,                 7.1745,                0.15143,                 2.4626,                 2.3884,                 2.8422,             0.00089605,             0.00089605,             0.00089605
                     45,                 2.6499,                  6.799,                0.32582,                 2.1319,                 1.6651,                 2.4425,                 0.0624,                0.34615,                0.04636,                0.01079,                0.02556,                0.11538,                 0.0088,                0.00124,                0.11424,                0.34615,                0.08725,                0.02259,                 3.2458,                 7.1745,                0.15143,                 2.4626,                 2.3884,                 2.8422,             0.00089358,             0.00089358,             0.00089358
                     46,                 2.6557,                  6.744,                0.34194,                 1.9654,                 1.6646,                 2.4684,                0.05142,                0.37179,                 0.0361,                0.00895,                0.02115,                0.12821,                0.00701,                0.00084,                0.13676,                0.25641,                0.10281,                0.02383,                 3.2822,                 7.0407,                0.14769,                 2.4655,                 2.5742,                 2.8886,              0.0008911,              0.0008911,              0.0008911
                     47,                 2.7418,                 6.8227,                0.34926,                 2.1631,                 1.6519,                 2.4019,                 0.0569,                0.39744,                0.04337,                0.01039,                0.03294,                0.20513,                0.01456,                0.00206,                0.12119,                0.41026,                0.11397,                 0.0296,                 3.1616,                 6.8366,                0.14508,                 2.4707,                 2.6528,                 2.8441,             0.00088862,             0.00088862,             0.00088862
                     48,                 2.7243,                 6.9019,                0.35628,                 2.1011,                 1.6715,                 2.3782,                0.15686,                0.29487,                0.10831,                0.02936,                0.06446,                0.20513,                 0.0259,                0.00349,                0.24254,                0.42308,                 0.1886,                0.05808,                 2.7304,                 6.6835,                0.14534,                 2.3829,                  2.408,                 2.6025,             0.00088615,             0.00088615,             0.00088615
                     49,                 2.6214,                 6.6905,                0.31897,                 1.9862,                 1.6956,                 2.3669,                0.15686,                0.29487,                0.10831,                0.02936,                0.06446,                0.20513,                 0.0259,                0.00349,                0.24254,                0.42308,                 0.1886,                0.05808,                 2.7304,                 6.6835,                0.14534,                 2.3829,                  2.408,                 2.6025,             0.00088368,             0.00088368,             0.00088368
                     50,                 2.6914,                  6.806,                0.32291,                 1.9643,                 1.7472,                 2.4794,                 0.2102,                0.33333,                0.15856,                0.04164,                0.04913,                0.17949,                0.01478,                0.00238,                0.26269,                0.35897,                0.23194,                0.07666,                 2.7052,                 6.6341,                 0.1407,                 2.2615,                 2.2585,                 2.5501,              0.0008812,              0.0008812,              0.0008812
                     51,                 2.6069,                 6.7067,                0.37357,                 1.9584,                 1.6936,                 2.3342,                0.13596,                0.38462,                0.11148,                0.02747,                0.05153,                0.24359,                0.02227,                0.00326,                0.15858,                0.37179,                0.15386,                0.05458,                 2.9038,                  6.528,                0.13079,                 2.1304,                 2.3176,                 2.6525,             0.00087873,             0.00087873,             0.00087873
                     52,                 2.6611,                 6.7699,                0.37649,                  1.989,                 1.7817,                 2.4919,                0.15595,                0.18003,                0.07343,                0.01512,                0.07423,                0.17949,                0.03307,                0.00503,                0.15228,                0.34615,                0.11196,                0.03525,                 3.4322,                 6.6033,                0.12373,                 2.0618,                 2.5653,                 3.0446,             0.00087625,             0.00087625,             0.00087625
                     53,                 2.4771,                 6.4741,                0.33759,                 1.9399,                 1.7111,                 2.3129,                0.15595,                0.18003,                0.07343,                0.01512,                0.07423,                0.17949,                0.03307,                0.00503,                0.15228,                0.34615,                0.11196,                0.03525,                 3.4322,                 6.6033,                0.12373,                 2.0618,                 2.5653,                 3.0446,             0.00087378,             0.00087378,             0.00087378
                     54,                 2.6325,                 6.6562,                0.36113,                 1.9957,                 1.7105,                 2.3926,                0.16215,                0.15385,                 0.0615,                0.01254,                0.04886,                0.08974,                0.01986,                0.00267,                0.21172,                0.39744,                0.15492,                0.04564,                 3.6157,                 6.7464,                0.11963,                  2.026,                   2.62,                  3.262,              0.0008713,              0.0008713,              0.0008713
                     55,                 2.5558,                 6.5598,                 0.3456,                   1.93,                  1.675,                 2.3548,                0.11281,                0.14103,                0.05117,                0.01129,                0.05173,                0.07692,                0.01079,                0.00138,                 0.2003,                0.35897,                0.15406,                0.04792,                 3.6649,                 6.8765,                0.11671,                 2.0159,                  2.491,                 3.3689,             0.00086882,             0.00086882,             0.00086882
                     56,                 2.6176,                 6.4972,                0.34193,                 2.0095,                 1.6623,                 2.3863,                0.13595,                0.20513,                0.07369,                0.01442,                0.05116,                0.02564,                0.00742,                 0.0009,                0.24357,                0.35897,                0.20559,                0.08067,                 3.5998,                 7.0179,                0.11536,                 2.0301,                 2.1983,                 3.3744,             0.00086635,             0.00086635,             0.00086635
                     57,                 2.5004,                 6.4446,                0.34993,                  1.899,                 1.6264,                  2.354,                0.13595,                0.20513,                0.07369,                0.01442,                0.05116,                0.02564,                0.00742,                 0.0009,                0.24357,                0.35897,                0.20559,                0.08067,                 3.5998,                 7.0179,                0.11536,                 2.0301,                 2.1983,                 3.3744,             0.00086388,             0.00086388,             0.00086388
                     58,                 2.3682,                 6.3682,                0.34113,                 1.8477,                 1.6205,                 2.2797,                0.22108,                0.34615,                0.15288,                0.02695,                0.02182,                0.11538,                0.00903,                 0.0011,                0.54468,                0.48718,                0.46549,                0.19135,                 3.4625,                 7.1301,                  0.114,                 2.0135,                 2.0223,                 3.2138,              0.0008614,              0.0008614,              0.0008614
                     59,                 2.4306,                 6.6455,                0.34597,                 1.8209,                 1.7126,                 2.3435,                0.25737,                0.41767,                0.18746,                0.03476,                0.02326,                0.14103,                0.01155,                0.00153,                0.43715,                0.62821,                0.46542,                0.20414,                 3.3127,                 6.9472,                0.11416,                 2.0018,                 1.8926,                 3.0196,             0.00085893,             0.00085893,             0.00085893
                     60,                 2.4775,                  6.712,                0.34898,                 1.9126,                   1.67,                 2.2991,                0.26321,                0.41026,                 0.1837,                0.03695,                0.07395,                0.15385,                0.03133,                 0.0036,                0.39641,                0.53048,                0.33672,                0.14553,                 3.2058,                 6.6306,                0.11587,                 2.0131,                 1.8611,                 2.8896,             0.00085645,             0.00085645,             0.00085645
                     61,                 2.4313,                 6.4129,                0.38943,                  1.845,                 1.6356,                 2.2951,                0.26321,                0.41026,                 0.1837,                0.03695,                0.07395,                0.15385,                0.03133,                 0.0036,                0.39641,                0.53048,                0.33672,                0.14553,                 3.2058,                 6.6306,                0.11587,                 2.0131,                 1.8611,                 2.8896,             0.00085398,             0.00085398,             0.00085398
                     62,                 2.4167,                 6.4709,                0.38864,                  1.849,                 1.6383,                 2.2311,                0.19611,                0.46154,                0.13527,                0.02987,                0.05956,                0.19231,                0.03664,                0.00463,                 0.2812,                0.51159,                0.24235,                0.09577,                 3.0771,                 6.4592,                0.11852,                 2.0613,                 2.0245,                  2.833,              0.0008515,              0.0008515,              0.0008515
                     63,                 2.4013,                 6.4116,                0.33326,                 1.8867,                 1.6393,                 2.1932,                0.22642,                0.47436,                0.17927,                0.03867,                0.09039,                0.32051,                0.06029,                0.00898,                0.29423,                    0.5,                0.26518,                0.10645,                  2.891,                 6.2517,                0.12109,                  2.101,                 1.9994,                 2.6948,             0.00084902,             0.00084902,             0.00084902
                     64,                 2.3733,                 6.3161,                0.34376,                 1.9216,                 1.6293,                 2.1872,                0.39134,                0.67949,                0.40329,                0.11167,                0.14521,                0.25641,                0.11251,                0.01781,                0.47614,                0.58974,                0.46519,                0.19444,                 2.6691,                 6.1212,                0.12286,                 2.0974,                 1.7857,                 2.4735,             0.00084655,             0.00084655,             0.00084655
                     65,                 2.4116,                 6.4142,                0.40848,                 1.8524,                  1.629,                 2.2189,                0.39134,                0.67949,                0.40329,                0.11167,                0.14521,                0.25641,                0.11251,                0.01781,                0.47614,                0.58974,                0.46519,                0.19444,                 2.6691,                 6.1212,                0.12286,                 2.0974,                 1.7857,                 2.4735,             0.00084408,             0.00084408,             0.00084408
                     66,                 2.3977,                 6.3447,                0.31399,                 1.9444,                 1.6001,                 2.2071,                0.50366,                0.51282,                0.53602,                0.15889,                0.18956,                0.21295,                0.16972,                0.02422,                 0.6004,                0.53846,                0.58317,                0.25404,                 2.5164,                 6.0029,                0.12383,                 2.0153,                 1.6966,                 2.3452,              0.0008416,              0.0008416,              0.0008416
